Participant Surname,Experiment Group (altimetry/gravimetry/mass budget),Drainage Region Set (Rignot/Zwally),Drainage Region ID,Drainage Region Area (km2),Drainage Region Area Observed (km2),Date (decimal years),Relative Mass Change (Gt),Relative Mass Change Uncertainty (Gt),Snowfall (Gt),Rainfall (Gt),Sublimation/Evaporation (Gt),Runoff (Gt), Melt (Gt)
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2017.42,3.6508,.4941,4.9300,.3924,.5829,1.0855,3.4811
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2017.50,-2.0787,1.1274,1.1164,.0736,.4926,2.7714,4.4239
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2017.58,-3.1361,1.2369,2.0542,.7173,.5138,5.3864,7.3659
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2017.67,-1.0031,1.0590,2.2332,.2986,.2421,3.2904,3.9862
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2017.75,4.4815,2.0859,4.9884,1.3280,.2001,1.6276,1.2008
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2017.83,4.7105,2.0295,4.8467,.0421,.1334,.0408,.1293
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2017.92,3.2768,.3502,3.2902,.0494,.0586,.0052,.0190
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.00,2.0307,.6937,2.0959,.0005,.0642,.0003,.0138
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.08,2.6512,1.4042,2.7707,.0000,.1198,.0005,.0079
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.17,7.5220,3.3557,7.6673,.0001,.1449,.0002,.0065
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.25,4.0587,1.9397,4.1786,.0033,.1214,.0000,.0066
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.33,5.2960,2.0308,5.4928,.0086,.1999,.0038,.0902
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.42,4.1665,1.3007,4.6429,.0126,.4638,.0235,.1725
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.50,1.2922,.4676,3.4177,.3636,.4412,2.0382,4.7701
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.58,-2.9912,.5740,2.3332,.4258,.4132,5.3258,8.8309
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.67,-1.3789,.9657,1.9560,.1099,.2012,3.2423,4.0641
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.75,4.4662,2.1697,4.9570,.6043,.1280,.9598,.5601
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.83,2.0957,1.4319,2.2025,.0007,.1066,.0011,.0118
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2018.92,3.3706,1.0965,3.4599,.0126,.0977,.0040,.0179
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.00,2.4465,1.2774,2.5222,.0006,.0760,.0005,.0117
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.08,5.5895,3.5565,5.5962,.0125,.0159,.0021,.0112
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.17,2.6513,1.5262,2.7673,.0004,.1149,.0001,.0057
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.25,2.9057,1.7287,2.9912,.0000,.0866,.0002,.0075
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.33,8.9179,6.1786,9.3205,.1685,.4456,.1171,.2940
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.42,1.4153,.3884,2.5872,.2304,.3794,1.0173,2.0941
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.50,-2.7796,1.6858,1.7642,.4958,.4489,4.5816,10.6838
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.58,-4.6663,2.1247,3.2147,1.3499,.3790,8.8381,12.2693
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.67,-3.1404,.8986,.9132,.1178,.1897,3.9835,5.2266
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.75,3.3024,1.1597,3.9072,.4497,.1038,.9439,.8039
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.83,2.5879,.5878,2.7619,.0740,.1636,.0835,.0723
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2019.92,3.2653,.5197,3.4447,.0006,.1787,.0006,.0212
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.00,2.5430,1.1194,2.5604,.0044,.0218,.0006,.0191
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.08,3.3167,1.0162,3.4538,.0000,.1369,.0004,.0146
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.17,3.5867,1.1285,3.7001,.0002,.1146,.0003,.0123
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.25,4.1096,2.3244,4.2138,.0000,.1037,.0001,.0106
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.33,6.2455,2.0431,6.4924,.0483,.2733,.0186,.1595
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.42,1.9146,.5509,2.4470,.1225,.4260,.2248,.7843
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.50,3.0230,1.2730,6.1578,.8901,.5616,3.4467,5.9432
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.58,-4.4863,3.5286,1.0730,.0660,.3567,5.2652,7.9237
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.67,-.2559,.6897,3.4942,.6808,.2786,4.1446,4.5519
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.75,3.2452,1.4476,3.4763,.0501,.1053,.1715,.1641
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.83,4.9238,2.8639,4.9602,.1891,.1380,.0813,.0834
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2020.92,3.9470,1.7186,4.0359,.0001,.0890,.0009,.0130
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.00,1.6874,.3214,1.7877,.0001,.0996,.0003,.0078
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.08,3.8590,1.8374,3.9037,.0004,.0447,.0005,.0089
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.17,6.0108,2.1026,6.1439,.0001,.1303,.0000,.0063
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.25,4.8211,2.4820,4.8859,.0077,.0709,.0000,.0056
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.33,2.1045,1.4905,2.4126,.0238,.3219,.0077,.2936
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.42,3.1247,2.1015,3.4987,.1041,.3801,.0959,.3731
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.50,1.2531,.5303,3.1446,.9321,.4354,2.3807,3.7994
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.58,-2.9460,2.3242,3.7657,1.3958,.3922,7.7029,11.6076
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.67,-2.5737,.8264,3.9828,1.5411,.1905,7.8910,9.5468
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.75,2.3706,.9986,3.2937,.4145,.1770,1.1548,.8838
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.83,.8454,.2703,.9870,.0000,.1417,.0015,.0290
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2021.92,3.6986,.8372,3.7432,.0002,.0431,.0005,.0249
fettweis,Surface Mass Balance,Zwally,4.1,65441.65,62618.46,2022.00,3.8488,1.5842,3.9831,.0002,.1353,.0000,.0205
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.08,16.3212,3.1767,16.3314,.0050,.0121,.0002,.0197
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.17,4.8992,2.2246,4.9609,.0001,.0608,.0000,.0141
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.25,2.6584,1.4764,2.7334,.0002,.0751,.0000,.0177
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.33,.9018,.4582,1.2157,.0000,.3143,.0000,.0266
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.42,4.9392,2.0826,5.7330,.0928,.5613,.3207,1.8818
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.50,-.9116,.7448,2.5596,.2565,.6622,3.0654,7.1412
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.58,-3.9676,2.6443,2.0508,.7500,.5102,6.2544,8.5637
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.67,-1.7527,1.1944,2.5831,.5386,.3185,4.5548,5.4756
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.75,1.4468,.5436,1.9070,.1570,.2306,.3866,.3222
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.83,7.5477,2.5150,7.5938,.1142,.1147,.0466,.0378
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1950.92,4.0703,.5345,4.2379,.0128,.1765,.0021,.0359
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.00,.9084,.2871,1.0016,.0003,.0934,.0003,.0119
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.08,4.1267,.5574,4.1628,.0000,.0360,.0002,.0077
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.17,8.9183,1.1122,8.9590,.0000,.0372,.0003,.0058
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.25,.8814,.3614,1.0393,.0000,.1567,.0000,.0422
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.33,2.3484,1.2206,2.5133,.0033,.1681,.0000,.0320
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.42,4.5007,2.7712,5.2990,.1934,.5191,.4681,1.7978
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.50,-2.2096,1.8146,1.1749,.1896,.5825,2.9907,7.4108
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.58,-3.9098,2.4201,1.3355,.2524,.4813,5.0169,7.5749
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.67,-3.4395,.6376,.6028,.1167,.4188,3.7417,5.1311
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.75,1.3280,.6518,1.9891,.4360,.2751,.8216,.6922
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.83,6.6747,3.7359,6.7975,.2509,.1082,.2661,.0781
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1951.92,2.5738,.6504,2.5922,.0000,.0161,.0004,.0155
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.00,5.6030,2.3031,5.6844,.0000,.0815,.0002,.0139
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.08,5.7459,2.2582,5.8558,.0000,.1072,.0007,.0173
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.17,4.8139,.5216,4.9003,.0000,.0869,.0004,.0123
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.25,5.7338,1.4810,5.8148,.0052,.0868,.0002,.0101
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.33,1.5407,.7625,1.7869,.0026,.2487,.0003,.0526
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.42,5.2960,3.8570,5.8225,.2442,.5906,.1762,.8253
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.50,.0493,.3649,1.8417,.0422,.5248,1.3078,3.0334
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.58,-.8517,.8901,2.9193,1.3250,.6051,4.4835,6.6753
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.67,-2.3287,1.5580,.7356,.0782,.5039,2.6410,3.6382
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.75,1.3416,.6335,2.6130,.3411,.2983,1.3136,1.5015
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.83,13.0779,4.3486,13.0240,.6029,.1688,.3743,.0593
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1952.92,2.5466,.8661,2.6386,.0024,.0944,.0001,.0162
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.00,1.5209,.2776,1.5823,.0013,.0612,.0007,.0115
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.08,6.5872,3.8120,6.6393,.0004,.0505,.0012,.0071
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.17,7.2993,3.6574,7.3125,.0015,.0150,.0008,.0060
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.25,8.7470,6.8944,8.7952,.0014,.0487,.0005,.0063
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.33,.3419,.2328,.5735,.0000,.2314,.0000,.0170
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.42,3.0876,1.4481,3.5748,.2313,.5030,.2091,1.2638
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.50,4.9466,1.9184,7.5403,1.2651,.5710,3.2786,5.1753
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.58,-4.1667,2.1272,.5820,.0107,.6895,4.0738,6.2570
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.67,-.3221,.5602,2.8914,.7696,.3295,3.6528,3.9317
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.75,6.3936,4.6289,7.0712,.9284,.3296,1.2727,.6050
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.83,7.4780,.6492,7.5215,.1843,.1175,.1085,.0335
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1953.92,8.6158,2.6121,8.7476,.0196,.1491,.0006,.0157
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.00,12.7276,4.8253,12.7624,.0080,.0387,.0003,.0144
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.08,9.6944,6.3513,9.7478,.0000,.0534,.0002,.0153
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.17,8.8048,6.9435,8.8935,.0001,.0872,.0001,.0083
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.25,2.8683,2.1767,2.9253,.0002,.0578,.0000,.0075
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.33,7.6785,.7101,7.9181,.0001,.2382,.0000,.0416
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.42,3.1779,1.1217,3.7275,.2463,.4870,.3043,1.9063
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.50,-.0961,.4580,2.5537,.1585,.5181,2.2929,4.9830
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.58,-2.5458,1.8067,1.7238,.2029,.6458,3.8245,5.9461
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.67,-.1488,.5222,2.5279,.5803,.2875,2.9709,3.6108
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.75,.4441,.2600,.7754,.0065,.2498,.0863,.1441
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.83,4.5965,2.9712,4.7728,.0242,.1945,.0064,.0257
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1954.92,9.9192,3.8571,10.0631,.0063,.1476,.0005,.0184
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.00,4.5445,2.3806,4.6336,.0007,.0897,.0001,.0128
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.08,1.7598,1.0007,1.8320,.0015,.0732,.0011,.0121
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.17,.9666,.2777,1.0887,.0000,.1196,.0016,.0107
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.25,3.0148,1.7337,3.0465,.0051,.0359,.0009,.0095
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.33,6.2876,3.3624,6.5228,.0130,.2455,.0001,.0273
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.42,3.0800,.7513,3.4363,.4701,.4827,.3408,1.0576
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.50,.3172,.5029,3.2105,.3109,.6434,2.5615,5.1913
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.58,2.8527,.9319,6.3790,1.1653,.5695,4.1170,4.6230
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.67,2.6908,1.1822,5.2204,1.4134,.3736,3.5637,3.4225
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.75,4.3787,.4624,4.9090,.2324,.2695,.4922,.4152
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.83,1.9080,.3416,2.1981,.0037,.2894,.0047,.0514
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1955.92,2.3659,1.4686,2.4208,.0145,.0683,.0003,.0157
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.00,.6221,.3420,.6750,.0000,.0526,.0003,.0122
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.08,6.1958,2.9015,6.2815,.0002,.0856,.0004,.0139
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.17,7.5023,3.6573,7.4803,.0029,-.0217,.0000,.0123
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.25,7.3277,2.8837,7.3930,.0071,.0716,.0002,.0112
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.33,1.8288,1.1291,1.9910,.0041,.1631,.0000,.0168
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.42,2.0455,.6157,2.5441,.0691,.5326,.0358,.6013
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.50,-.3912,.3998,1.5948,.1080,.6079,1.4847,3.6967
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.58,-1.8195,.9912,2.6022,.4654,.4568,4.4230,6.8930
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.67,-2.6384,2.1924,.4982,.1877,.4457,2.8796,3.6434
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.75,2.3730,.5812,3.0220,.1643,.1641,.6439,.7167
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.83,4.6979,2.0000,4.8081,.0423,.1405,.0105,.0200
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1956.92,10.1563,7.1766,10.1431,.0923,.0702,.0067,.0505
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.00,15.0195,5.8956,15.0896,.0058,.0718,.0000,.0102
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.08,10.3573,3.6468,10.4628,.0005,.1041,.0001,.0120
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.17,.4129,.2707,.4770,.0000,.0637,.0000,.0078
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.25,1.0102,.4868,1.1575,.0000,.1475,.0000,.0072
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.33,3.3821,.8321,3.5570,.0121,.1859,.0000,.0235
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.42,8.7703,2.5462,8.9194,.4832,.4221,.2063,.7227
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.50,-2.4451,1.7008,.5761,.0433,.5732,2.4937,7.4577
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.58,-3.5849,1.9276,1.1790,.2446,.5148,4.4944,7.0871
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.67,-.4432,.5127,2.4999,.6321,.3016,3.2731,3.9696
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.75,1.0502,.3377,1.7202,.2093,.2816,.5923,.4645
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.83,7.4406,3.0952,7.6100,.0345,.1874,.0152,.0283
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1957.92,7.0827,2.3417,7.0526,.0173,-.0129,.0002,.0201
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.00,1.9632,.7385,2.0912,.0000,.1278,.0004,.0171
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.08,4.4137,2.4344,4.5163,.0066,.1073,.0007,.0137
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.17,1.4673,.3823,1.5127,.0000,.0472,.0007,.0100
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.25,3.5336,1.4301,3.6471,.0022,.1127,.0000,.0096
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.33,7.2804,1.7635,7.5530,.0007,.2731,.0010,.0276
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.42,-.1628,.2405,.3667,.0000,.5133,.0165,.9950
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.50,-.1786,.4578,2.2258,.3419,.5336,2.2097,5.8090
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.58,-2.3905,1.6893,2.7687,1.4494,.4684,6.1328,9.5863
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.67,-1.5199,.8611,1.1761,.2388,.3470,2.5890,3.4045
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.75,10.1460,7.8131,10.3278,.9327,.0919,1.0172,.5023
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.83,7.0764,4.9614,7.1088,.0887,.0790,.0417,.0702
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1958.92,8.5312,4.5623,8.5858,.0008,.0516,.0011,.0302
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.00,8.0679,5.2606,8.1195,.0005,.0484,.0010,.0252
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.08,2.8852,1.2425,2.9347,.0000,.0468,.0034,.0231
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.17,7.4317,2.6750,7.4531,.0000,.0185,.0019,.0165
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.25,11.1144,4.6060,11.1528,.0180,.0523,.0016,.0241
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.33,.1381,.1988,.3200,.0000,.1803,.0007,.0179
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.42,2.8546,1.9856,3.1256,.3613,.4772,.1521,1.3068
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.50,-1.3548,.3608,.7862,.0310,.6850,1.4886,4.1330
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.58,-3.3782,.5063,1.1766,.0454,.5002,4.1013,9.0795
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.67,-.4789,.3985,1.2562,.0788,.3938,1.4194,2.1701
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.75,14.3717,.7705,14.4715,.5857,.2072,.4747,.3830
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.83,19.0420,12.8329,18.7500,1.3419,.1106,.9363,.2033
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1959.92,4.1459,1.0535,4.2560,.0022,.1109,.0026,.0324
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.00,10.7234,.7952,10.7658,.0081,.0481,.0003,.0245
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.08,11.4757,7.9940,11.3910,.1408,.0454,.0084,.0245
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.17,2.6832,.7075,2.7412,.0000,.0581,.0001,.0166
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.25,11.1822,1.7511,11.2140,.0030,.0326,.0001,.0125
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.33,2.9488,1.5183,3.1848,.0008,.2355,.0000,.0120
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.42,3.3330,1.5954,3.8148,.0989,.5038,.0753,1.2717
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.50,1.6770,.6815,3.4112,.5671,.6016,1.6956,4.0653
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.58,-3.3735,1.8512,.7365,.1457,.5152,3.7423,7.2827
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.67,-1.3445,.6169,1.1762,.1740,.2774,2.4179,4.7799
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.75,6.7404,.5461,7.0899,.6625,.1449,.8648,.6989
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.83,2.3688,.5800,2.4579,.0663,.1265,.0296,.0586
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1960.92,8.0766,4.6947,8.0415,.1219,.0452,.0369,.0537
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1961.00,4.8477,2.4900,4.9059,.0000,.0586,.0007,.0356
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1961.08,8.4219,2.0794,8.4709,.0008,.0483,.0004,.0346
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1961.17,6.1355,3.5594,6.1648,.0000,.0306,.0000,.0270
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1961.25,3.6796,.8810,3.7566,.0001,.0757,.0001,.0240
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1961.33,1.6681,.2804,1.8390,.0304,.2011,.0001,.0664
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1961.42,2.2810,1.1248,2.9068,.1200,.5154,.2288,1.7649
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1961.50,-.9371,.6120,1.2297,.0701,.7393,1.4952,3.1958
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1961.58,.3558,.5547,3.9130,.6476,.4961,3.6965,6.1336
fettweis,Surface Mass Balance,Zwally,3.3,75235.27,73209.95,1961.67,4.4229,1.8601,6.6146,.9118,.3510,2.7511,2.9605
