Participant Surname,Experiment Group (altimetry/gravimetry/mass budget),Drainage Region Set (Rignot/Zwally),Drainage Region ID,Drainage Region Area (km2),Drainage Region Area Observed (km2),Date (decimal years),Relative Mass Change (Gt),Relative Mass Change Uncertainty (Gt),Snowfall (Gt),Rainfall (Gt),Sublimation/Evaporation (Gt),Runoff (Gt), Melt (Gt)
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.08,78.8413,12.3763,80.4362,.0108,1.5847,.0014,.0956
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.17,35.7910,11.9496,36.4315,.0009,.6332,.0005,.0622
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.25,40.6648,9.3190,42.6765,.0594,2.0612,.0028,.1588
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.33,30.6482,1.8366,33.7121,.1984,3.0955,.1569,3.6286
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.42,46.5528,29.0952,61.7448,1.6311,8.6683,8.0844,26.8742
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.50,-57.8487,8.8484,41.6382,5.8957,12.6773,92.5509,161.1359
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.58,-139.8100,46.1586,35.9148,7.3974,8.8071,174.1579,223.0393
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.67,-34.6734,18.4890,51.6472,10.3750,5.5910,90.9713,96.3312
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.75,31.6899,19.3545,35.9169,1.5908,2.8630,2.9201,2.6021
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.83,49.8998,17.1507,50.8339,.3664,1.1580,.1366,.2343
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1950.92,68.4648,1.9597,69.6778,.3509,1.4425,.1026,.4069
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.00,55.0510,18.6723,55.4691,.3475,.7035,.0444,.2197
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.08,35.7156,14.8614,36.6392,.0000,.9125,.0023,.0754
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.17,48.1565,17.9992,48.5936,.0429,.4788,.0012,.1041
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.25,37.5600,16.4640,38.4633,.1066,.9724,.0173,.4677
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.33,38.7508,25.8055,41.9106,.0445,3.1864,.0050,.2830
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.42,58.5750,35.7186,73.5018,1.4673,10.1391,6.2058,22.0559
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.50,-60.9042,41.1340,36.3346,9.3406,10.3702,96.0502,166.5807
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.58,-101.9087,27.7136,44.7538,12.6911,8.0494,151.0388,183.5239
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.67,-31.3476,22.0483,39.7286,9.4176,4.6682,75.6728,81.3386
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.75,27.2774,13.2731,42.8588,8.1985,2.7650,20.9251,17.7569
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.83,51.0528,36.9479,52.4406,.8774,1.1197,1.1509,.6582
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1951.92,53.9944,37.0810,53.6874,.4931,.0936,.0739,.3249
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.00,30.8620,5.5098,31.2647,.0000,.3913,.0063,.1519
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.08,47.7157,15.6590,49.6060,.0213,1.9103,.0029,.1364
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.17,51.5180,31.4922,51.9169,.4006,.6677,.1181,.1610
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.25,44.8605,35.9043,45.6051,.0825,.8030,.0137,.2372
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.33,33.7033,10.8857,37.1894,.0882,3.4822,.0776,.8048
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.42,40.0424,16.4174,52.8114,1.0343,8.9237,4.8455,23.2036
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.50,-24.6829,9.3013,38.3893,4.2962,9.5630,57.6552,90.6840
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.58,-62.7223,14.8399,65.2302,23.3254,11.1718,139.8169,178.0456
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.67,-60.0784,26.5016,38.2602,9.1888,5.9404,101.4160,115.0568
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.75,68.0697,26.9227,93.6535,23.8782,2.4371,46.8804,43.7823
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.83,93.3166,57.1097,94.1045,1.7693,1.2145,1.3103,1.0142
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1952.92,62.0747,31.5481,61.8548,.3993,.0970,.0795,.4423
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.00,49.0760,30.8112,49.3843,.1710,.3839,.0746,.2822
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.08,57.2833,8.6969,57.4513,.1175,.2480,.0275,.1387
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.17,53.5526,7.1456,53.9398,.0454,.4127,.0065,.0993
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.25,50.3725,17.0254,51.4532,.0092,1.0926,.0032,.0873
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.33,32.0246,14.0979,34.5303,.9358,3.1423,.2690,2.4399
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.42,37.8323,12.6470,50.0149,.9858,10.0846,3.0489,14.9726
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.50,9.2146,9.4844,67.5494,7.9983,11.6452,54.5241,100.4889
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.58,-83.4179,58.8994,48.0970,12.0123,11.3983,131.9602,172.8862
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.67,-20.1368,16.1490,41.8885,6.9608,5.3030,63.5200,69.6387
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.75,65.4791,51.1361,75.1952,5.2992,3.2182,11.7303,10.2337
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.83,47.3375,23.9039,48.3894,.4097,1.2466,.2056,.2245
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1953.92,58.6430,2.2578,59.7512,.0553,1.1464,.0114,.1291
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.00,61.8432,8.5978,62.2042,.0187,.3623,.0025,.0944
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.08,84.4584,72.8723,86.5140,.1308,2.1567,.0174,.2020
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.17,70.8053,14.8049,71.8237,.1398,1.1431,.0021,.1181
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.25,41.1008,11.5609,41.9663,.0817,.9142,.0131,.1475
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.33,60.0254,6.2113,64.6022,.3379,4.7173,.1813,1.6605
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.42,34.5696,15.6056,48.5827,2.1756,9.0207,7.1183,25.2222
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.50,3.6962,8.6662,65.1650,9.1519,11.2088,59.2640,99.8341
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.58,-51.1638,6.1814,54.4982,11.8943,9.2579,107.9726,150.6452
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.67,-11.6053,12.1095,55.1193,9.8395,4.9204,71.4397,77.4397
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.75,26.2844,15.5192,33.6593,.6153,2.9196,5.0333,5.0791
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.83,66.2566,10.8812,68.1422,.3728,2.1640,.0830,.3236
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1954.92,82.1928,35.5996,83.5932,.0560,1.4161,.0142,.1412
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.00,47.8803,17.8546,48.1105,.0022,.2292,.0013,.0964
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.08,35.6039,4.0965,35.7766,.0455,.2003,.0049,.0906
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.17,37.7864,16.1836,39.5172,.0810,1.7959,.0073,.1731
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.25,62.1231,5.8711,63.3854,.1482,1.3732,.0233,.2008
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.33,52.3753,26.7940,55.9253,.0485,3.5628,.0186,.3965
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.42,51.8759,40.2353,64.1312,2.4286,8.8293,5.8160,21.1012
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.50,-15.7441,7.4781,51.2873,5.1744,11.7381,60.3306,108.3957
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.58,-1.9686,9.7801,78.9911,11.2476,10.9022,81.1088,98.3853
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.67,4.4987,9.7543,58.0551,12.8876,5.6174,60.5989,68.4244
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.75,73.2160,49.3907,79.6664,1.8933,3.7011,4.6067,4.6549
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.83,71.8092,49.6426,73.7480,.7262,2.0725,.5633,1.3705
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1955.92,60.3538,24.0414,60.3936,1.0770,.6675,.4137,.4411
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.00,28.6957,3.8084,29.7855,.0001,1.0918,.0015,.0937
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.08,53.0337,27.3829,53.3551,.0034,.3121,.0024,.0825
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.17,74.5502,17.5613,76.1273,.1520,1.7067,.0093,.1244
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.25,65.3703,13.8367,66.8229,.1030,1.5322,.0092,.1035
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.33,36.3590,9.2399,38.2954,.1280,1.9720,.0666,.5423
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.42,39.7694,22.7374,47.8500,.6896,8.2213,.5226,6.0440
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.50,-21.1694,12.4483,31.2989,2.6569,11.9084,43.1124,96.3439
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.58,-88.0799,43.6721,43.3034,6.8123,9.6331,128.3405,178.7997
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.67,-22.0306,8.1685,50.8424,6.1622,5.8514,73.0531,82.3242
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.75,55.9506,30.8819,63.4255,3.6471,1.5404,9.5119,9.0304
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.83,82.2610,14.5237,83.3326,2.1549,1.6161,1.5683,1.6776
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1956.92,91.1363,41.6460,90.9818,.9871,.3664,.4438,.7272
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.00,82.8018,48.2936,84.0302,.0150,1.2219,.0029,.1326
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.08,73.0722,47.0734,74.7801,.0501,1.7422,.0033,.1102
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.17,12.1851,4.0034,13.2642,.0000,1.0775,.0005,.0642
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.25,22.4776,9.7750,23.8552,.0047,1.3720,.0014,.0822
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.33,50.3959,42.2852,53.3204,.3805,3.1682,.1165,.9979
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.42,42.5679,15.0762,54.3988,1.7820,10.5166,3.0576,11.1019
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.50,-56.5410,5.1708,30.6427,4.0752,11.2838,79.8464,172.0901
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.58,-145.8402,46.7919,30.8921,8.2555,10.3688,174.4238,226.3882
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.67,-44.6779,12.3954,36.2111,8.1438,5.2933,83.5881,93.8641
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.75,41.3090,22.3581,52.0437,3.8196,3.6808,10.7800,10.1546
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.83,73.2444,21.7161,74.9169,.2192,1.6364,.2328,.4962
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1957.92,80.0115,63.5106,79.9946,.3382,.2322,.0703,.2867
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.00,48.0060,29.2139,48.6801,.0764,.7334,.0088,.1981
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.08,39.9688,18.9837,40.8051,.0093,.8338,.0039,.1344
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.17,44.4129,32.2229,45.1620,.0268,.7731,.0083,.1369
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.25,55.7481,2.5138,57.3561,.0540,1.6383,.0031,.1490
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.33,61.1926,9.9997,65.4196,.0414,4.2053,.0413,.4863
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.42,31.6430,13.5635,41.6615,3.4912,9.3714,4.1006,22.9691
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.50,-22.6936,10.6202,45.5642,5.0303,11.8240,61.3330,109.7523
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.58,-139.0969,67.6917,30.7076,12.8012,8.6319,173.7325,255.5375
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.67,-36.4385,7.1012,25.1668,2.4611,4.2568,59.7127,66.8912
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.75,93.2941,68.4924,99.1376,9.9699,1.9902,13.7369,8.9100
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.83,72.0369,43.2854,73.0428,.8128,1.0923,.6992,.8739
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1958.92,63.5574,24.2367,64.0285,.1161,.5489,.0233,.2606
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.00,61.0927,20.8381,62.4617,.0048,1.3596,.0047,.1937
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.08,29.3797,3.4905,30.9540,.0010,1.5686,.0115,.1710
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.17,56.4980,17.4002,57.4840,.0016,.9715,.0068,.1375
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.25,59.5838,17.2081,60.4642,.0785,.9349,.0045,.1674
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.33,22.8212,6.6507,25.9328,.0217,3.0889,.0367,.5978
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.42,37.6153,17.9713,52.5245,2.1939,9.6632,7.3938,22.3025
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.50,-28.7246,10.5897,35.8526,3.9082,11.3188,57.1173,103.8313
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.58,-110.9877,64.9749,47.7912,16.5103,7.6273,167.3173,232.3087
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.67,-4.2651,8.5200,43.4820,7.7527,5.3259,50.0387,53.5978
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.75,78.9074,32.2971,86.3151,5.7822,2.8132,10.3028,9.0668
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.83,109.0572,46.0441,109.9921,5.4715,1.8361,4.5197,2.8108
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1959.92,48.9060,42.1305,50.5225,.0507,1.6470,.0161,.2264
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.00,55.9649,20.9483,55.9663,.0189,-.0065,.0138,.1938
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.08,66.4150,4.4545,67.1501,.5735,1.1261,.1643,.3379
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.17,41.8627,17.7745,42.2437,.0028,.3700,.0046,.1199
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.25,84.4704,42.4818,86.4416,.0621,2.0197,.0036,.1341
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.33,33.1644,23.7907,36.7325,.0125,3.4544,.1130,.8681
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.42,48.8383,19.6124,60.5334,1.7465,9.4139,3.9781,16.6022
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.50,-18.5239,7.7397,48.2159,7.8662,11.7162,62.7204,108.7435
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.58,-131.7029,90.0954,23.8598,6.1553,8.3862,153.1318,203.7448
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.67,-75.9389,63.2758,39.5451,13.1910,4.1154,124.3669,141.0899
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.75,55.0209,16.6761,67.1390,4.0100,1.5599,14.5232,12.7233
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.83,69.4838,26.8007,72.2099,2.3776,2.8035,2.2806,1.4375
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1960.92,57.0652,18.5112,57.9112,.4200,1.0348,.2101,.3700
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.00,41.8923,6.0300,42.2993,.0091,.4035,.0100,.2129
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.08,69.5637,27.9267,70.7510,.0083,1.1836,.0036,.1829
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.17,42.1935,15.5447,42.3919,.0000,.1943,.0012,.1307
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.25,44.3598,27.7015,45.0010,.1808,.7820,.0246,.1659
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.33,26.3460,8.1566,29.3160,.1345,3.0318,.0657,1.1332
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.42,65.3250,11.4224,76.5388,2.8161,9.4729,4.4855,18.1041
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.50,4.0272,7.2526,46.9379,2.4327,12.0304,33.2169,55.3196
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.58,-53.8819,37.7999,57.0436,9.0252,10.2502,109.5045,153.7290
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.67,-8.1230,7.1667,54.7082,11.2994,5.2497,68.6922,74.3212
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.75,52.4796,15.8984,64.3979,9.1908,1.5604,19.4532,21.9355
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.83,73.7198,16.5107,73.0182,4.7292,.4259,3.5556,4.4435
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1961.92,54.1163,18.0187,54.9574,.0539,.8732,.0154,.1941
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.00,40.6998,26.8081,41.5367,.0695,.8310,.0540,.2694
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.08,44.6411,19.9940,46.0994,.0011,1.4513,.0038,.1221
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.17,53.4171,2.2013,54.5288,.0018,1.1000,.0022,.0977
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.25,23.9589,6.8353,25.8870,.1268,1.9904,.0525,.3223
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.33,56.2600,31.1483,60.6722,.2786,4.5611,.1096,1.0963
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.42,33.3558,8.6034,44.9035,.6226,9.6893,2.4556,12.1594
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.50,3.6623,6.5753,45.6765,3.9347,11.1720,34.6751,59.3653
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.58,-110.2622,15.0116,41.7102,11.9896,9.9759,153.6995,225.5452
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.67,-2.3839,8.8322,57.5517,9.3556,6.3055,62.8353,66.0613
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.75,52.2619,26.0038,65.7465,3.9829,3.3408,14.0340,13.7082
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.83,50.8244,21.1846,51.4384,1.6198,.8319,1.3611,.9642
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1962.92,66.1445,19.7134,67.7799,.2089,1.7375,.0852,.4143
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.00,55.1783,13.1427,56.8198,.0486,1.6785,.0063,.1718
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.08,69.9943,26.3208,72.5439,.0233,2.5444,.0078,.1322
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.17,45.3531,9.3405,46.5998,.0526,1.2886,.0079,.1094
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.25,53.6668,4.8446,55.3454,.0089,1.6654,.0040,.0926
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.33,40.9716,12.9533,44.9841,.0751,4.0608,.0129,.5106
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.42,39.1042,6.9646,46.5403,.3937,7.5679,.2351,3.2278
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.50,17.9025,7.5119,62.6559,5.8261,11.5723,38.9059,86.1498
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.58,-57.7883,29.6397,49.2266,9.3011,9.9914,106.1021,149.4231
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.67,-29.8341,14.8579,34.9727,4.5347,6.6961,62.5467,71.5571
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.75,66.0638,39.5611,70.4271,2.5655,2.7322,4.1497,3.5176
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.83,54.3961,15.0014,55.0278,.5422,1.0151,.1394,.3400
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1963.92,46.6776,26.8783,45.3654,2.4551,.1248,.9947,1.7448
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.00,60.2861,48.4183,61.1370,.0897,.9254,.0066,.1790
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.08,78.4231,34.5885,80.4774,.1903,2.2025,.0231,.1715
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.17,70.1964,11.7122,72.4441,.0681,2.3059,.0062,.1065
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.25,95.2291,17.1313,97.1501,.1450,2.0308,.0061,.1224
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.33,40.1723,24.1161,43.6622,.0213,3.4953,.0071,.7785
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.42,38.4526,16.6950,46.2633,1.6612,7.4920,1.9522,16.3735
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.50,12.6230,7.8402,52.1703,4.8831,10.7368,33.5693,73.9181
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.58,32.0574,9.1601,95.4768,11.0097,11.3873,62.8118,92.5576
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.67,-4.2082,7.9169,50.3348,6.3148,6.3665,54.3643,75.2279
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.75,33.9842,12.4173,39.8184,.8527,3.1124,3.5467,3.8978
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.83,78.5085,7.0198,79.2403,.5860,1.1520,.1452,.3402
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1964.92,43.0898,17.4642,42.6877,.2527,-.2403,.0805,.2228
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1965.00,46.7975,33.8136,47.8438,.0622,1.0942,.0088,.2007
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1965.08,60.0975,5.5199,61.6247,.0362,1.5397,.0022,.0962
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1965.17,104.5566,66.6193,106.5680,.3924,2.3479,.0348,.2182
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1965.25,32.5087,14.9473,34.0986,.0022,1.5843,.0010,.0896
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1965.33,46.2602,15.8777,49.3903,.1710,3.2625,.0084,.4767
fettweis,Surface Mass Balance,Zwally,9.9,1765786.50,1707638.50,1965.42,15.5247,5.0142,29.5093,1.0554,9.1878,5.8060,23.1807
