Date (Decimal Years),Surface Mass Change (Gt)
1973.4550228310502,16.862098693847656
1973.5383561643835,-20.226978302001953
1973.6216894977167,-4.8482890129089355
1973.7050228310502,79.32927703857422
1973.7883561643835,52.27920913696289
1973.8716894977167,36.77791213989258
1973.9550228310502,53.43659210205078
1974.0383561643835,50.00206756591797
1974.1216894977167,33.394386291503906
1974.2050228310502,75.81625366210938
1974.2883561643835,61.245948791503906
1974.3716894977167,26.76172637939453
1974.4550228310502,19.24564552307129
1974.5383561643835,-79.71697998046875
1974.6216894977167,-38.50164794921875
1974.7050228310502,41.35198974609375
1974.7883561643835,93.70210266113281
1974.8716894977167,74.71098327636719
1974.9550228310502,29.746356964111328
1975.0383561643835,16.518447875976562
1975.1216894977167,72.08839416503906
1975.2050228310502,74.25788116455078
1975.2883561643835,57.67066192626953
1975.3716894977167,51.3377799987793
1975.4550228310502,6.538090705871582
1975.5383561643835,-47.647422790527344
1975.6216894977167,-6.769714832305908
1975.7050228310502,50.5866584777832
1975.7883561643835,58.001686096191406
1975.8716894977167,74.75123596191406
1975.9550228310502,60.37412643432617
1976.0383561643835,41.921199798583984
1976.1216894977167,64.26596069335938
1976.2050228310502,93.39240264892578
1976.2883561643835,50.32029342651367
1976.3716894977167,38.25750732421875
1976.4550228310502,7.420900344848633
1976.5383561643835,-44.81755828857422
1976.6216894977167,48.640838623046875
1976.7050228310502,83.10050964355469
1976.7883561643835,92.10453796386719
1976.8716894977167,56.61419677734375
1976.9550228310502,71.03022766113281
1977.0383561643835,35.974857330322266
1977.1216894977167,48.43604278564453
1977.2050228310502,39.978416442871094
1977.2883561643835,42.624000549316406
1977.3716894977167,65.3404541015625
1977.4550228310502,29.40317726135254
1977.5383561643835,-63.019798278808594
1977.6216894977167,-31.544849395751953
1977.7050228310502,69.46918487548828
1977.7883561643835,45.56065368652344
1977.8716894977167,80.43135833740234
1977.9550228310502,79.2959976196289
1978.0383561643835,63.44641876220703
1978.1216894977167,28.535343170166016
1978.2050228310502,37.73529052734375
1978.2883561643835,64.77127838134766
1978.3716894977167,58.67096710205078
1978.4550228310502,43.92366409301758
1978.5383561643835,-60.047882080078125
1978.6216894977167,-3.6339304447174072
1978.7050228310502,47.59210968017578
1978.7883561643835,91.86414337158203
1978.8716894977167,54.09451675415039
1978.9550228310502,63.12704849243164
1979.0383561643835,64.49126434326172
1979.1216894977167,57.538818359375
1979.2050228310502,59.78923797607422
1979.2883561643835,39.967079162597656
1979.3716894977167,27.465974807739258
1979.4550228310502,36.39437484741211
1979.5383561643835,-62.84524154663086
1979.6216894977167,-23.944368362426758
1979.7050228310502,35.53865432739258
1979.7883561643835,64.07147979736328
1979.8716894977167,46.42223358154297
1979.9550228310502,64.76058959960938
1980.0383561643835,72.34904479980469
1980.1216894977167,60.83970260620117
1980.2050228310502,61.85748291015625
1980.2883561643835,50.616363525390625
1980.3716894977167,47.97770309448242
1980.4550228310502,4.260179042816162
1980.5383561643835,-87.5238037109375
1980.6216894977167,-26.720670700073242
1980.7050228310502,36.76646041870117
1980.7883561643835,39.86561584472656
1980.8716894977167,70.33025360107422
1980.9550228310502,40.3097038269043
1981.0383561643835,38.76178741455078
1981.1216894977167,38.42470932006836
1981.2050228310502,24.39533233642578
1981.2883561643835,67.13235473632812
1981.3716894977167,51.2413444519043
1981.4550228310502,-22.25287437438965
1981.5383561643835,-98.98133087158203
1981.6216894977167,-3.4971210956573486
1981.7050228310502,40.41646957397461
1981.7883561643835,58.35158920288086
1981.8716894977167,46.600494384765625
1981.9550228310502,40.11436462402344
1982.0383561643835,36.37772750854492
1982.1216894977167,60.066226959228516
1982.2050228310502,51.12773513793945
1982.2883561643835,51.794532775878906
1982.3716894977167,21.47660255432129
1982.4550228310502,-21.744211196899414
1982.5383561643835,-70.29114532470703
1982.6216894977167,-5.826822757720947
1982.7050228310502,44.02971267700195
1982.7883561643835,59.03797912597656
1982.8716894977167,43.71477127075195
1982.9550228310502,59.52168273925781
1983.0383561643835,39.252845764160156
1983.1216894977167,85.14008331298828
1983.2050228310502,40.050048828125
1983.2883561643835,63.45106887817383
1983.3716894977167,39.5219841003418
1983.4550228310502,28.397336959838867
1983.5383561643835,-15.384896278381348
1983.6216894977167,46.51133346557617
1983.7050228310502,64.17430114746094
1983.7883561643835,53.37199020385742
1983.8716894977167,81.65865325927734
1983.9550228310502,34.910858154296875
1984.0383561643835,46.562965393066406
1984.1216894977167,49.50429153442383
1984.2050228310502,60.325538635253906
1984.2883561643835,50.46841812133789
1984.3716894977167,66.8526611328125
1984.4550228310502,20.513402938842773
1984.5383561643835,-96.9766845703125
1984.6216894977167,50.13606643676758
1984.7050228310502,69.66570281982422
1984.7883561643835,51.69538879394531
1984.8716894977167,53.911048889160156
1984.9550228310502,84.01864624023438
1985.0383561643835,70.31072235107422
1985.1216894977167,48.00331115722656
1985.2050228310502,51.80548095703125
1985.2883561643835,40.31650924682617
1985.3716894977167,46.5183219909668
1985.4550228310502,-13.60422420501709
1985.5383561643835,-105.41226959228516
1985.6216894977167,-20.022127151489258
1985.7050228310502,19.242828369140625
1985.7883561643835,60.492027282714844
1985.8716894977167,79.76971435546875
1985.9550228310502,31.781076431274414
1986.0383561643835,73.14769744873047
1986.1216894977167,64.3378677368164
1986.2050228310502,53.34633255004883
1986.2883561643835,70.0903549194336
1986.3716894977167,34.35504150390625
1986.4550228310502,20.98075294494629
1986.5383561643835,-42.49043273925781
1986.6216894977167,18.234540939331055
1986.7050228310502,63.63926696777344
1986.7883561643835,51.75160217285156
1986.8716894977167,32.214229583740234
1986.9550228310502,71.40348052978516
1987.0383561643835,113.1133804321289
1987.1216894977167,50.52667236328125
1987.2050228310502,56.26911163330078
1987.2883561643835,67.35655212402344
1987.3716894977167,73.9554214477539
1987.4550228310502,-13.767817497253418
1987.5383561643835,-72.48738098144531
1987.6216894977167,-69.20655059814453
1987.7050228310502,48.71830749511719
1987.7883561643835,55.74494934082031
1987.8716894977167,74.2835693359375
1987.9550228310502,55.465396881103516
1988.0383561643835,41.71425247192383
1988.1216894977167,56.49333953857422
1988.2050228310502,48.171241760253906
1988.2883561643835,31.72389793395996
1988.3716894977167,61.18385696411133
1988.4550228310502,43.14641189575195
1988.5383561643835,-107.36312866210938
1988.6216894977167,-24.047107696533203
1988.7050228310502,41.86964416503906
1988.7883561643835,58.48347091674805
1988.8716894977167,71.95343017578125
1988.9550228310502,50.79993438720703
1989.0383561643835,35.55329513549805
1989.1216894977167,25.00448989868164
1989.2050228310502,37.55155563354492
1989.2883561643835,23.547603607177734
1989.3716894977167,42.766727447509766
1989.4550228310502,-0.2695726454257965
1989.5383561643835,-91.7994155883789
1989.6216894977167,-16.23337173461914
1989.7050228310502,65.61767578125
1989.7883561643835,55.03764343261719
1989.8716894977167,78.30695343017578
1989.9550228310502,71.03224182128906
1990.04106438905,38.80879592895508
1990.1218243539333,26.09081268310547
1990.202584306399,30.013612747192383
1990.2860819101334,38.41563034057617
1990.3695795138676,57.14314651489258
1990.4530770778656,-37.81822204589844
1990.5365746815999,-118.09842681884766
1990.6214410861332,-22.528675079345703
1990.7049386501312,64.69219207763672
1990.7884362538655,64.28766632080078
1990.8719338576,80.37723541259766
1990.9554314613342,77.8303451538086
1991.04106438905,60.47440719604492
1991.1218243539333,65.0658950805664
1991.202584306399,42.91245651245117
1991.2860819101334,23.655393600463867
1991.3695795138676,64.29080963134766
1991.4530770778656,-21.93201446533203
1991.5365746815999,-126.01484680175781
1991.6214410861332,1.5572401285171509
1991.7049386501312,46.997314453125
1991.7884362538655,85.76226806640625
1991.8719338576,40.37278747558594
1991.9554314613342,74.92715454101562
1992.04106438905,77.0419921875
1992.1231931646664,49.301692962646484
1992.2053219477336,41.31770324707031
1992.2888195315998,32.923336029052734
1992.3723171154659,45.0129508972168
1992.4558147192001,52.82700729370117
1992.5393122831981,-36.66048049926758
1992.6241786877315,-1.4026182889938354
1992.7076762517293,54.97665786743164
1992.7911738554637,88.90446472167969
1992.874671459198,48.15334701538086
1992.9581690629323,42.6927604675293
1993.04106438905,33.64042282104492
1993.1218243539333,72.65082550048828
1993.202584306399,53.21612548828125
1993.2860819101334,47.447265625
1993.3695795138676,33.632362365722656
1993.4530770778656,-19.80856704711914
1993.5365746815999,-136.48065185546875
1993.6214410861332,-7.308670997619629
1993.7049386501312,55.61149215698242
1993.7884362538655,79.50342559814453
1993.8719338576,88.74592590332031
1993.9554314613342,40.36545181274414
1994.04106438905,33.471954345703125
1994.1218243539333,61.68523025512695
1994.202584306399,32.11779022216797
1994.2860819101334,45.79169845581055
1994.3695795138676,39.10079574584961
1994.4530770778656,20.339038848876953
1994.5365746815999,-84.33842468261719
1994.6214410861332,-0.2611384093761444
1994.7049386501312,54.98088073730469
1994.7884362538655,35.07851791381836
1994.8719338576,46.12836456298828
1994.9554314613342,42.150699615478516
1995.04106438905,22.426982879638672
1995.1218243539333,24.198040008544922
1995.202584306399,31.848522186279297
1995.2860819101334,29.68954086303711
1995.3695795138676,24.226703643798828
1995.4530770778656,-18.652210235595703
1995.5365746815999,-126.31588745117188
1995.6214410861332,-17.592975616455078
1995.7049386501312,64.8257064819336
1995.7884362538655,38.07957458496094
1995.8719338576,89.58893585205078
1995.9554314613342,68.73535919189453
1996.04106438905,76.3376693725586
1996.1231931646664,74.750732421875
1996.2053219477336,88.5049819946289
1996.2888195315998,46.29983139038086
1996.3723171154659,34.071292877197266
1996.4558147192001,5.512184143066406
1996.5393122831981,-49.78528594970703
1996.6241786877315,23.62839698791504
1996.7076762517293,81.37384796142578
1996.7911738554637,49.23647689819336
1996.874671459198,64.27739715576172
1996.9581690629323,75.96788787841797
1997.04106438905,73.25274658203125
1997.1218243539333,35.70429611206055
1997.202584306399,28.05710220336914
1997.2860819101334,59.6295166015625
1997.3695795138676,29.49620819091797
1997.4530770778656,-25.705371856689453
1997.5365746815999,-53.19379806518555
1997.6214410861332,11.446921348571777
1997.7049386501312,77.40563201904297
1997.7884362538655,75.85106658935547
1997.8719338576,53.05487823486328
1997.9554314613342,75.49810028076172
1998.04106438905,48.21611022949219
1998.1218243539333,36.14875793457031
1998.202584306399,57.79209899902344
1998.2860819101334,53.271812438964844
1998.3695795138676,59.90177917480469
1998.4530770778656,-53.13373565673828
1998.5365746815999,-139.77383422851562
1998.6214410861332,-12.66767692565918
1998.7049386501312,14.842909812927246
1998.7884362538655,47.006248474121094
1998.8719338576,61.09949493408203
1998.9554314613342,44.666175842285156
1999.04106438905,44.51744842529297
1999.1218243539333,59.2024040222168
1999.202584306399,31.54506492614746
1999.2860819101334,40.83190155029297
1999.3695795138676,67.5732192993164
1999.4530770778656,31.181671142578125
1999.5365746815999,-116.19627380371094
1999.6214410861332,-11.225873947143555
1999.7049386501312,54.746788024902344
1999.7884362538655,61.83182907104492
1999.8719338576,79.57716369628906
1999.9554314613342,43.06446075439453
2000.04106438905,76.37693786621094
2000.1231931646664,33.216949462890625
2000.2053219477336,41.74246597290039
2000.2888195315998,61.805809020996094
2000.3723171154659,48.56182098388672
2000.4558147192001,-29.27934455871582
2000.5393122831981,-47.09666442871094
2000.6241786877315,-13.87915325164795
2000.7076762517293,77.39813232421875
2000.7911738554637,45.125999450683594
2000.874671459198,63.17332458496094
2000.9581690629323,28.22756004333496
2001.04106438905,67.2721176147461
2001.1218243539333,50.608306884765625
2001.202584306399,24.77776527404785
2001.2860819101334,39.479488372802734
2001.3695795138676,56.940067291259766
2001.4530770778656,-3.1138815879821777
2001.5365746815999,-86.55946350097656
2001.6214410861332,-58.106815338134766
2001.7049386501312,66.31346130371094
2001.7884362538655,55.966758728027344
2001.8719338576,94.31446838378906
2001.9554314613342,92.38762664794922
2002.04106438905,57.06936264038086
2002.1218243539333,23.910932540893555
2002.202584306399,34.84288787841797
2002.2860819101334,32.436119079589844
2002.3695795138676,34.68814468383789
2002.4530770778656,-41.582054138183594
2002.5365746815999,-109.38375854492188
2002.6214410861332,-3.372492790222168
2002.7049386501312,67.99109649658203
2002.7884362538655,74.07008361816406
2002.8719338576,71.9220199584961
2002.9554314613342,90.382080078125
2003.04106438905,66.54644775390625
2003.1218243539333,58.264705657958984
2003.202584306399,58.13270568847656
2003.2860819101334,81.9876480102539
2003.3695795138676,45.4136848449707
2003.4530770778656,-70.47563934326172
2003.5365746815999,-147.15635681152344
2003.6214410861332,-31.812721252441406
2003.7049386501312,61.974449157714844
2003.7884362538655,83.65147399902344
2003.8719338576,53.086551666259766
2003.9554314613342,50.620018005371094
2004.04106438905,29.516300201416016
2004.1231931646664,62.821380615234375
2004.2053219477336,83.64717102050781
2004.2888195315998,53.650917053222656
2004.3723171154659,27.915807723999023
2004.4558147192001,-25.861867904663086
2004.5393122831981,-83.51667785644531
2004.6241786877315,-27.069873809814453
2004.7076762517293,48.91560745239258
2004.7911738554637,63.15477752685547
2004.874671459198,55.80387878417969
2004.9581690629323,36.68619918823242
2005.04106438905,78.63140106201172
2005.1218243539333,78.82041931152344
2005.202584306399,74.99309539794922
2005.2860819101334,60.75300598144531
2005.3695795138676,38.432926177978516
2005.4530770778656,-26.405588150024414
2005.5365746815999,-119.95262145996094
2005.6214410861332,-47.58468246459961
2005.7049386501312,32.80363845825195
2005.7884362538655,41.389469146728516
2005.8719338576,81.8988265991211
2005.9554314613342,69.20490264892578
2006.04106438905,61.52129364013672
2006.1218243539333,42.22761154174805
2006.202584306399,23.13693618774414
2006.2860819101334,58.366939544677734
2006.3695795138676,33.07866287231445
2006.4530770778656,20.51947593688965
2006.5365746815999,-93.23778533935547
2006.6214410861332,-46.57475280761719
2006.7049386501312,39.22108459472656
2006.7884362538655,31.477006912231445
2006.8719338576,36.464420318603516
2006.9554314613342,67.97212982177734
2007.04106438905,65.94306182861328
2007.1218243539333,42.3153076171875
2007.202584306399,48.367855072021484
2007.2860819101334,52.910972595214844
2007.3695795138676,31.181564331054688
2007.4530770778656,-23.727611541748047
2007.5365746815999,-169.44737243652344
2007.6214410861332,-63.174560546875
2007.7049386501312,71.68217468261719
2007.7884362538655,55.142459869384766
2007.8719338576,81.52650451660156
2007.9554314613342,59.87993240356445
2008.04106438905,45.85786437988281
2008.1231931646664,56.25145721435547
2008.2053219477336,42.1225700378418
2008.2888195315998,44.63973617553711
2008.3723171154659,46.930599212646484
2008.4558147192001,-54.44179153442383
2008.5393122831981,-145.56396484375
2008.6241786877315,-34.63297653198242
2008.7076762517293,80.55892944335938
2008.7911738554637,78.06998443603516
2008.874671459198,82.3574447631836
2008.9581690629323,76.73969268798828
2009.04106438905,45.314632415771484
2009.1218243539333,36.212894439697266
2009.202584306399,32.752140045166016
2009.2860819101334,53.71886444091797
2009.3695795138676,43.20065689086914
2009.4530770778656,4.250190734863281
2009.5365746815999,-126.7840347290039
2009.6214410861332,-62.5166130065918
2009.7049386501312,62.04509735107422
2009.7884362538655,50.59314727783203
2009.8719338576,41.395652770996094
2009.9554314613342,68.5119857788086
2010.04106438905,83.9871826171875
2010.1218243539333,42.90736770629883
2010.202584306399,36.67817306518555
2010.2860819101334,27.473020553588867
2010.3695795138676,27.55694580078125
2010.4530770778656,-59.152442932128906
2010.5365746815999,-186.8177490234375
2010.6214410861332,-61.048343658447266
2010.7049386501312,61.649200439453125
2010.7884362538655,50.63760757446289
2010.8719338576,47.35361099243164
2010.9554314613342,71.19127655029297
2011.04106438905,45.361663818359375
2011.1218243539333,66.46959686279297
2011.202584306399,36.301536560058594
2011.2860819101334,59.039710998535156
2011.3695795138676,32.219757080078125
2011.4530770778656,-46.04644012451172
2011.5365746815999,-170.8672637939453
2011.6214410861332,-63.824371337890625
2011.7049386501312,53.51872253417969
2011.7884362538655,49.14344787597656
2011.8719338576,68.72095489501953
2011.9554314613342,37.59828186035156
2012.04106438905,59.7253303527832
2012.1231931646664,55.309661865234375
2012.2053219477336,72.53253173828125
2012.2888195315998,56.205238342285156
2012.3723171154659,34.19708251953125
2012.4558147192001,-93.48497772216797
2012.5393122831981,-223.66250610351562
2012.6241786877315,-81.77604675292969
2012.7076762517293,53.66362380981445
2012.7911738554637,86.2752685546875
2012.874671459198,57.13535690307617
2012.9581690629323,49.18020248413086
2013.04106438905,76.76295471191406
2013.1218243539333,54.21380615234375
2013.202584306399,35.83767318725586
2013.2860819101334,33.36943435668945
2013.3695795138676,59.14996337890625
2013.4530770778656,-10.2854642868042
2013.5365746815999,-111.3462905883789
2013.6214410861332,-0.9880322813987732
2013.7049386501312,91.76006317138672
2013.7884362538655,57.01095199584961
2013.8719338576,61.504547119140625
2013.9554314613342,38.98661804199219
2014.04106438905,60.482669830322266
2014.1218243539333,37.536617279052734
2014.202584306399,45.32311248779297
2014.2860819101334,61.512386322021484
2014.3695795138676,39.264373779296875
2014.4530770778656,-15.079505920410156
2014.5365746815999,-151.94921875
2014.6214410861332,-44.16423034667969
2014.7049386501312,81.92845153808594
2014.7884362538655,45.2841796875
2014.8719338576,82.29513549804688
2014.9554314613342,62.09545135498047
2015.04106438905,53.69162368774414
2015.1218243539333,47.215049743652344
2015.202584306399,48.304847717285156
2015.2860819101334,46.036651611328125
2015.3695795138676,54.55293273925781
2015.4530770778656,-20.090877532958984
2015.5365746815999,-183.2039794921875
2015.6214410861332,-26.353513717651367
2015.7049386501312,86.28308868408203
2015.7884362538655,90.00586700439453
2015.8719338576,53.40993881225586
2015.9554314613342,48.52865219116211
2016.04106438905,57.318912506103516
2016.1231931646664,33.09356689453125
2016.2053219477336,56.783382415771484
2016.2888195315998,61.36225509643555
2016.3723171154659,44.21663284301758
2016.4558147192001,-37.48524856567383
2016.5393122831981,-219.1401824951172
2016.6241786877315,-61.71413803100586
2016.7076762517293,39.42160415649414
2016.7911738554637,116.853271484375
2016.874671459198,83.3389892578125
2016.9581690629323,60.518741607666016
2017.04106438905,63.15269470214844
2017.1218243539333,67.77465057373047
2017.202584306399,31.9278507232666
2017.2860819101334,51.17289733886719
2017.3695795138676,49.88918685913086
2017.4530770778656,-32.79889678955078
2017.5365746815999,-95.83222198486328
2017.6214410861332,-5.4729719161987305
2017.7049386501312,86.3102798461914
2017.7884362538655,85.1390380859375
2017.8719338576,56.12383270263672
2017.9554314613342,40.02531051635742
2018.04106438905,45.7440071105957
2018.1218243539333,85.712158203125
2018.202584306399,37.210838317871094
2018.2860819101334,42.38970184326172
2018.3695795138676,62.28689193725586
2018.4530770778656,18.16863441467285
2018.5365746815999,-52.60276794433594
2018.6214410861332,-41.39426040649414
2018.7049386501312,53.380393981933594
2018.7884362538655,55.98338317871094
2018.8719338576,57.60994338989258
2018.9554314613342,48.88648223876953
2019.04106438905,58.470237731933594
2019.1218243539333,37.78114318847656
2019.202584306399,39.67262268066406
2019.2860819101334,96.2268295288086
2019.3695795138676,3.202536106109619
2019.4530770778656,-82.57747650146484
2019.5365746815999,-221.1461181640625
2019.6214410861332,-100.62508392333984
2019.7049386501312,50.184471130371094
2019.7884362538655,53.30195236206055
2019.8719338576,75.00082397460938
2019.9554314613342,37.364524841308594
2020.04106438905,48.938541412353516
2020.1231931646664,35.33552551269531
2020.2053219477336,44.83554458618164
2020.2888195315998,60.842185974121094
2020.3723171154659,29.048921585083008
2020.4558147192001,8.487397193908691
2020.5393122831981,-145.94786071777344
2020.6241786877315,-8.594547271728516
2020.7076762517293,46.965850830078125
2020.7911738554637,78.31362915039062
2020.874671459198,65.78040313720703
2020.9581690629323,56.31526565551758
2021.04106438905,41.776329040527344
2021.1218243539333,53.74280548095703
2021.202584306399,55.255859375
2021.2860819101334,54.92998123168945
2021.3695795138676,40.54489517211914
2021.4530770778656,-19.741897583007812
2021.5365746815999,-79.85977935791016
2021.6214410861332,-62.1309928894043
2021.7049386501312,54.926124572753906
2021.7884362538655,45.63042068481445
2021.8719338576,71.34500885009766
2021.9554314613342,53.103233337402344
2022.04106438905,72.5055160522461
2022.1218243539333,41.06371307373047
2022.202584306399,60.2285270690918
2022.2860819101334,50.80508041381836
2022.3695795138676,41.49672317504883
2022.4530770778656,23.358827590942383
2022.5365746815999,-127.35665130615234
2022.6214410861332,-14.765374183654785
2022.7049386501312,68.51759338378906
2022.7884362538655,87.86801147460938
2022.8719338576,76.16472625732422
2022.9554314613342,39.050201416015625
