Participant-Surname,Experiment-Group,Drainage-Region-Set,Drainage-Region-ID,Drainage-Region-Area-(km2),Drainage-Region-Area-Observed-(km2),Start-Date-(decimal-years),End-Date-(decimal-years),Rate-of-Mass-Change-(Gt/yr),Rate-of-Mass-Change-Uncertainty-(Gt/yr)
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2005.4987, 2006.4958,  0.10780E+03,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2006.4987, 2007.4958,  0.15813E+03,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2007.4987, 2008.4958,  0.11631E+03,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2008.4987, 2009.4958,  0.84956E+02,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2009.4987, 2010.4958,  0.87567E+02,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2010.4987, 2011.4958,  0.63901E+02,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2011.4987, 2012.4958,  0.14104E+03,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2012.4987, 2013.4958,  0.98918E+02,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2013.4987, 2014.4958,  0.93881E+02,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2014.4987, 2015.4958,  0.12442E+03,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2015.4987, 2016.4958,  0.11719E+03,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2016.4987, 2017.4958,  0.13251E+03,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2017.4987, 2018.4958,  0.82693E+02,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2018.4987, 2019.4958,  0.11314E+03,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2019.4987, 2020.4958,  0.15337E+03,  0.22969E+01
Niwano,SMB,Rignot,   F-G,  0.13511E+06,  0.13511E+06, 2020.4987, 2021.4958,  0.92435E+02,  0.22969E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1979.4987, 1980.4958,  0.18530E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1980.4987, 1981.4958,  0.20133E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1981.4987, 1982.4958,  0.15640E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1982.4987, 1983.4958,  0.24265E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1983.4987, 1984.4958,  0.20699E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1984.4987, 1985.4958,  0.22320E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1985.4987, 1986.4958,  0.17862E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1986.4987, 1987.4958,  0.15028E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1987.4987, 1988.4958,  0.18596E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1988.4987, 1989.4958,  0.18846E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1989.4987, 1990.4958,  0.17934E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1990.4987, 1991.4958,  0.16796E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1991.4987, 1992.4958,  0.20254E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1992.4987, 1993.4958,  0.22649E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1993.4987, 1994.4958,  0.24740E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1994.4987, 1995.4958,  0.15201E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1995.4987, 1996.4958,  0.18005E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1996.4987, 1997.4958,  0.16040E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1997.4987, 1998.4958,  0.27841E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1998.4987, 1999.4958,  0.16571E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 1999.4987, 2000.4958,  0.24651E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2000.4987, 2001.4958,  0.22584E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2001.4987, 2002.4958,  0.16355E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2002.4987, 2003.4958,  0.22768E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2003.4987, 2004.4958,  0.22362E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2004.4987, 2005.4958,  0.18416E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2005.4987, 2006.4958,  0.24070E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2006.4987, 2007.4958,  0.21528E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2007.4987, 2008.4958,  0.17184E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2008.4987, 2009.4958,  0.19448E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2009.4987, 2010.4958,  0.15192E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2010.4987, 2011.4958,  0.16251E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2011.4987, 2012.4958,  0.21927E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2012.4987, 2013.4958,  0.16518E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2013.4987, 2014.4958,  0.19019E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2014.4987, 2015.4958,  0.19078E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2015.4987, 2016.4958,  0.21628E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2016.4987, 2017.4958,  0.20905E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2017.4987, 2018.4958,  0.12990E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2018.4987, 2019.4958,  0.22302E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2019.4987, 2020.4958,  0.29915E+03,  0.74217E+01
Niwano,SMB,Rignot,   G-H,  0.43657E+06,  0.43657E+06, 2020.4987, 2021.4958,  0.17106E+03,  0.74217E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1979.4987, 1980.4958,  0.55258E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1980.4987, 1981.4958,  0.83499E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1981.4987, 1982.4958,  0.70805E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1982.4987, 1983.4958,  0.96492E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1983.4987, 1984.4958,  0.83447E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1984.4987, 1985.4958,  0.10818E+03,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1985.4987, 1986.4958,  0.79535E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1986.4987, 1987.4958,  0.67062E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1987.4987, 1988.4958,  0.74395E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1988.4987, 1989.4958,  0.88123E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1989.4987, 1990.4958,  0.87207E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1990.4987, 1991.4958,  0.65104E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1991.4987, 1992.4958,  0.80223E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1992.4987, 1993.4958,  0.91878E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1993.4987, 1994.4958,  0.95447E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1994.4987, 1995.4958,  0.58520E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1995.4987, 1996.4958,  0.81208E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1996.4987, 1997.4958,  0.59153E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1997.4987, 1998.4958,  0.91574E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1998.4987, 1999.4958,  0.91023E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 1999.4987, 2000.4958,  0.10201E+03,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2000.4987, 2001.4958,  0.80574E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2001.4987, 2002.4958,  0.60822E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2002.4987, 2003.4958,  0.94381E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2003.4987, 2004.4958,  0.91026E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2004.4987, 2005.4958,  0.71654E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2005.4987, 2006.4958,  0.11509E+03,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2006.4987, 2007.4958,  0.79374E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2007.4987, 2008.4958,  0.80182E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2008.4987, 2009.4958,  0.10086E+03,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2009.4987, 2010.4958,  0.66366E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2010.4987, 2011.4958,  0.10129E+03,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2011.4987, 2012.4958,  0.84089E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2012.4987, 2013.4958,  0.60628E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2013.4987, 2014.4958,  0.79578E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2014.4987, 2015.4958,  0.74669E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2015.4987, 2016.4958,  0.89147E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2016.4987, 2017.4958,  0.97102E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2017.4987, 2018.4958,  0.60744E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2018.4987, 2019.4958,  0.83948E+02,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2019.4987, 2020.4958,  0.11150E+03,  0.11848E+01
Niwano,SMB,Rignot,  H-Hp,  0.69695E+05,  0.69695E+05, 2020.4987, 2021.4958,  0.89022E+02,  0.11848E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1979.4987, 1980.4958,  0.12589E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1980.4987, 1981.4958,  0.13919E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1981.4987, 1982.4958,  0.14043E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1982.4987, 1983.4958,  0.15431E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1983.4987, 1984.4958,  0.13803E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1984.4987, 1985.4958,  0.15873E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1985.4987, 1986.4958,  0.11275E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1986.4987, 1987.4958,  0.12102E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1987.4987, 1988.4958,  0.13310E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1988.4987, 1989.4958,  0.15297E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1989.4987, 1990.4958,  0.14433E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1990.4987, 1991.4958,  0.91338E+02,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1991.4987, 1992.4958,  0.12009E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1992.4987, 1993.4958,  0.16906E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1993.4987, 1994.4958,  0.12002E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1994.4987, 1995.4958,  0.11155E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1995.4987, 1996.4958,  0.11000E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1996.4987, 1997.4958,  0.14706E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1997.4987, 1998.4958,  0.14565E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1998.4987, 1999.4958,  0.14245E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 1999.4987, 2000.4958,  0.15017E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2000.4987, 2001.4958,  0.11746E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2001.4987, 2002.4958,  0.13969E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2002.4987, 2003.4958,  0.13469E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2003.4987, 2004.4958,  0.14283E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2004.4987, 2005.4958,  0.15232E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2005.4987, 2006.4958,  0.20249E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2006.4987, 2007.4958,  0.88906E+02,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2007.4987, 2008.4958,  0.12838E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2008.4987, 2009.4958,  0.14039E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2009.4987, 2010.4958,  0.11286E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2010.4987, 2011.4958,  0.14362E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2011.4987, 2012.4958,  0.12038E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2012.4987, 2013.4958,  0.12066E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2013.4987, 2014.4958,  0.12346E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2014.4987, 2015.4958,  0.13612E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2015.4987, 2016.4958,  0.18139E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2016.4987, 2017.4958,  0.16668E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2017.4987, 2018.4958,  0.10324E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2018.4987, 2019.4958,  0.13256E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2019.4987, 2020.4958,  0.13624E+03,  0.20025E+01
Niwano,SMB,Rignot,  Hp-I,  0.11779E+06,  0.11779E+06, 2020.4987, 2021.4958,  0.18322E+03,  0.20025E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1979.4987, 1980.4958,  0.11076E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1980.4987, 1981.4958,  0.10101E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1981.4987, 1982.4958,  0.14411E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1982.4987, 1983.4958,  0.11463E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1983.4987, 1984.4958,  0.13792E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1984.4987, 1985.4958,  0.11577E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1985.4987, 1986.4958,  0.13784E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1986.4987, 1987.4958,  0.12967E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1987.4987, 1988.4958,  0.13861E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1988.4987, 1989.4958,  0.13439E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1989.4987, 1990.4958,  0.13894E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1990.4987, 1991.4958,  0.12450E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1991.4987, 1992.4958,  0.13740E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1992.4987, 1993.4958,  0.14670E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1993.4987, 1994.4958,  0.14061E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1994.4987, 1995.4958,  0.15126E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1995.4987, 1996.4958,  0.14723E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1996.4987, 1997.4958,  0.15932E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1997.4987, 1998.4958,  0.10897E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1998.4987, 1999.4958,  0.16331E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 1999.4987, 2000.4958,  0.15074E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2000.4987, 2001.4958,  0.95919E+02,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2001.4987, 2002.4958,  0.16176E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2002.4987, 2003.4958,  0.95935E+02,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2003.4987, 2004.4958,  0.14954E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2004.4987, 2005.4958,  0.12658E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2005.4987, 2006.4958,  0.12813E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2006.4987, 2007.4958,  0.10011E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2007.4987, 2008.4958,  0.14973E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2008.4987, 2009.4958,  0.15031E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2009.4987, 2010.4958,  0.14496E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2010.4987, 2011.4958,  0.15637E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2011.4987, 2012.4958,  0.12099E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2012.4987, 2013.4958,  0.13740E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2013.4987, 2014.4958,  0.13502E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2014.4987, 2015.4958,  0.11765E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2015.4987, 2016.4958,  0.13010E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2016.4987, 2017.4958,  0.13246E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2017.4987, 2018.4958,  0.14412E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2018.4987, 2019.4958,  0.15567E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2019.4987, 2020.4958,  0.10304E+03,  0.11602E+01
Niwano,SMB,Rignot, I-Ipp,  0.68248E+05,  0.68248E+05, 2020.4987, 2021.4958,  0.16530E+03,  0.11602E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1979.4987, 1980.4958,  0.12774E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1980.4987, 1981.4958,  0.10962E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1981.4987, 1982.4958,  0.14782E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1982.4987, 1983.4958,  0.15342E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1983.4987, 1984.4958,  0.19179E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1984.4987, 1985.4958,  0.12951E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1985.4987, 1986.4958,  0.17663E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1986.4987, 1987.4958,  0.24027E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1987.4987, 1988.4958,  0.23276E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1988.4987, 1989.4958,  0.17241E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1989.4987, 1990.4958,  0.21811E+02,  0.11164E+01
Niwano,SMB,Rignot, Ipp-J,  0.65669E+05,  0.65669E+05, 1990.4987, 1991.4958,  0.23653E+02,  0.11164E+01
