Participant-Surname,Experiment-Group,Drainage-Region-Set,Drainage-Region-ID,Drainage-Region-Area-(km2),Drainage-Region-Area-Observed-(km2),Start-Date-(decimal-years),End-Date-(decimal-years),Rate-of-Mass-Change-(Gt/yr),Rate-of-Mass-Change-Uncertainty-(Gt/yr)
Niwano,SMB,Zwally,3.1,  0.14245E+06,  0.14245E+06, 2016.0000, 2016.9973,  0.13685E+02,  0.28490E+01
Niwano,SMB,Zwally,3.1,  0.14245E+06,  0.14245E+06, 2017.0000, 2017.9973,  0.21197E+02,  0.28490E+01
Niwano,SMB,Zwally,3.1,  0.14245E+06,  0.14245E+06, 2018.0000, 2018.9973,  0.34163E+02,  0.28490E+01
Niwano,SMB,Zwally,3.1,  0.14245E+06,  0.14245E+06, 2019.0000, 2019.9973, -0.86821E+01,  0.28490E+01
Niwano,SMB,Zwally,3.1,  0.14245E+06,  0.14245E+06, 2020.0000, 2020.9973,  0.23904E+02,  0.28490E+01
Niwano,SMB,Zwally,3.1,  0.14245E+06,  0.14245E+06, 2021.0000, 2021.9973,  0.29088E+01,  0.28490E+01
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1980.0000, 1980.9973,  0.36322E+01,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1981.0000, 1981.9973,  0.19313E+01,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1982.0000, 1982.9973,  0.10632E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1983.0000, 1983.9973,  0.17454E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1984.0000, 1984.9973,  0.29644E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1985.0000, 1985.9973,  0.15046E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1986.0000, 1986.9973,  0.22430E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1987.0000, 1987.9973,  0.17183E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1988.0000, 1988.9973,  0.69930E+01,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1989.0000, 1989.9973,  0.13053E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1990.0000, 1990.9973,  0.10401E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1991.0000, 1991.9973,  0.15478E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1992.0000, 1992.9973,  0.32721E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1993.0000, 1993.9973,  0.25045E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1994.0000, 1994.9973,  0.12261E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1995.0000, 1995.9973,  0.82229E+00,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1996.0000, 1996.9973,  0.22628E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1997.0000, 1997.9973,  0.14256E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1998.0000, 1998.9973,  0.80519E+01,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 1999.0000, 1999.9973,  0.12819E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2000.0000, 2000.9973,  0.48282E+01,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2001.0000, 2001.9973,  0.18683E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2002.0000, 2002.9973,  0.18232E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2003.0000, 2003.9973,  0.98350E+01,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2004.0000, 2004.9973,  0.13055E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2005.0000, 2005.9973, -0.15819E-03,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2006.0000, 2006.9973,  0.96890E+01,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2007.0000, 2007.9973,  0.10212E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2008.0000, 2008.9973,  0.27043E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2009.0000, 2009.9973,  0.13025E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2010.0000, 2010.9973, -0.77652E+01,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2011.0000, 2011.9973,  0.17131E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2012.0000, 2012.9973, -0.81580E+01,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2013.0000, 2013.9973,  0.14542E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2014.0000, 2014.9973,  0.23894E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2015.0000, 2015.9973,  0.19182E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2016.0000, 2016.9973,  0.14021E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2017.0000, 2017.9973,  0.13642E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2018.0000, 2018.9973,  0.23795E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2019.0000, 2019.9973, -0.25661E+01,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2020.0000, 2020.9973,  0.16123E+02,  0.70938E+00
Niwano,SMB,Zwally,3.2,  0.35469E+05,  0.35469E+05, 2021.0000, 2021.9973,  0.31196E+01,  0.70938E+00
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1980.0000, 1980.9973,  0.35810E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1981.0000, 1981.9973,  0.31373E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1982.0000, 1982.9973,  0.35634E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1983.0000, 1983.9973,  0.44969E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1984.0000, 1984.9973,  0.75530E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1985.0000, 1985.9973,  0.43037E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1986.0000, 1986.9973,  0.51639E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1987.0000, 1987.9973,  0.59768E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1988.0000, 1988.9973,  0.32902E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1989.0000, 1989.9973,  0.45175E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1990.0000, 1990.9973,  0.42265E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1991.0000, 1991.9973,  0.49895E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1992.0000, 1992.9973,  0.64301E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1993.0000, 1993.9973,  0.57400E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1994.0000, 1994.9973,  0.33720E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1995.0000, 1995.9973,  0.20922E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1996.0000, 1996.9973,  0.63645E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1997.0000, 1997.9973,  0.50039E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1998.0000, 1998.9973,  0.37114E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 1999.0000, 1999.9973,  0.39411E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2000.0000, 2000.9973,  0.36489E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2001.0000, 2001.9973,  0.41894E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2002.0000, 2002.9973,  0.72979E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2003.0000, 2003.9973,  0.55319E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2004.0000, 2004.9973,  0.46759E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2005.0000, 2005.9973,  0.33760E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2006.0000, 2006.9973,  0.32502E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2007.0000, 2007.9973,  0.42281E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2008.0000, 2008.9973,  0.70271E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2009.0000, 2009.9973,  0.43986E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2010.0000, 2010.9973,  0.27067E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2011.0000, 2011.9973,  0.51025E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2012.0000, 2012.9973,  0.18316E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2013.0000, 2013.9973,  0.45712E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2014.0000, 2014.9973,  0.62152E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2015.0000, 2015.9973,  0.58609E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2016.0000, 2016.9973,  0.54322E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2017.0000, 2017.9973,  0.54543E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2018.0000, 2018.9973,  0.65366E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2019.0000, 2019.9973,  0.43560E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2020.0000, 2020.9973,  0.48433E+02,  0.14699E+01
Niwano,SMB,Zwally,3.3,  0.73497E+05,  0.73497E+05, 2021.0000, 2021.9973,  0.41999E+02,  0.14699E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1980.0000, 1980.9973,  0.42592E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1981.0000, 1981.9973,  0.34243E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1982.0000, 1982.9973,  0.29839E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1983.0000, 1983.9973,  0.49379E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1984.0000, 1984.9973,  0.57491E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1985.0000, 1985.9973,  0.40315E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1986.0000, 1986.9973,  0.41637E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1987.0000, 1987.9973,  0.65043E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1988.0000, 1988.9973,  0.34009E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1989.0000, 1989.9973,  0.38732E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1990.0000, 1990.9973,  0.40983E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1991.0000, 1991.9973,  0.53330E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1992.0000, 1992.9973,  0.52119E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1993.0000, 1993.9973,  0.47730E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1994.0000, 1994.9973,  0.25920E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1995.0000, 1995.9973,  0.29073E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1996.0000, 1996.9973,  0.60239E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1997.0000, 1997.9973,  0.41495E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1998.0000, 1998.9973,  0.29330E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 1999.0000, 1999.9973,  0.42161E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2000.0000, 2000.9973,  0.37072E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2001.0000, 2001.9973,  0.53604E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2002.0000, 2002.9973,  0.55979E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2003.0000, 2003.9973,  0.51226E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2004.0000, 2004.9973,  0.40492E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2005.0000, 2005.9973,  0.41939E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2006.0000, 2006.9973,  0.29707E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2007.0000, 2007.9973,  0.39700E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2008.0000, 2008.9973,  0.43289E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2009.0000, 2009.9973,  0.33484E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2010.0000, 2010.9973,  0.30955E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2011.0000, 2011.9973,  0.30802E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2012.0000, 2012.9973,  0.21606E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2013.0000, 2013.9973,  0.39729E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2014.0000, 2014.9973,  0.43073E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2015.0000, 2015.9973,  0.40926E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2016.0000, 2016.9973,  0.35514E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2017.0000, 2017.9973,  0.40885E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2018.0000, 2018.9973,  0.45557E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2019.0000, 2019.9973,  0.34572E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2020.0000, 2020.9973,  0.45659E+02,  0.13229E+01
Niwano,SMB,Zwally,4.1,  0.66147E+05,  0.66147E+05, 2021.0000, 2021.9973,  0.33698E+02,  0.13229E+01
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1980.0000, 1980.9973,  0.57474E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1981.0000, 1981.9973,  0.37537E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1982.0000, 1982.9973,  0.67070E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1983.0000, 1983.9973,  0.45780E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1984.0000, 1984.9973,  0.80019E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1985.0000, 1985.9973,  0.68268E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1986.0000, 1986.9973,  0.71590E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1987.0000, 1987.9973,  0.77950E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1988.0000, 1988.9973,  0.50752E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1989.0000, 1989.9973,  0.56713E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1990.0000, 1990.9973,  0.53397E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1991.0000, 1991.9973,  0.62703E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1992.0000, 1992.9973,  0.70176E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1993.0000, 1993.9973,  0.61290E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1994.0000, 1994.9973,  0.44466E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1995.0000, 1995.9973,  0.42499E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1996.0000, 1996.9973,  0.70735E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1997.0000, 1997.9973,  0.59183E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1998.0000, 1998.9973,  0.60924E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 1999.0000, 1999.9973,  0.52553E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2000.0000, 2000.9973,  0.61854E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2001.0000, 2001.9973,  0.59025E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2002.0000, 2002.9973,  0.10835E+03,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2003.0000, 2003.9973,  0.87426E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2004.0000, 2004.9973,  0.48935E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2005.0000, 2005.9973,  0.56789E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2006.0000, 2006.9973,  0.38310E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2007.0000, 2007.9973,  0.55805E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2008.0000, 2008.9973,  0.61699E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2009.0000, 2009.9973,  0.75992E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2010.0000, 2010.9973,  0.42081E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2011.0000, 2011.9973,  0.45754E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2012.0000, 2012.9973,  0.44379E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2013.0000, 2013.9973,  0.68134E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2014.0000, 2014.9973,  0.85542E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2015.0000, 2015.9973,  0.67393E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2016.0000, 2016.9973,  0.79119E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2017.0000, 2017.9973,  0.62858E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2018.0000, 2018.9973,  0.72805E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2019.0000, 2019.9973,  0.78625E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2020.0000, 2020.9973,  0.60826E+02,  0.98282E+00
Niwano,SMB,Zwally,4.2,  0.49141E+05,  0.49141E+05, 2021.0000, 2021.9973,  0.51810E+02,  0.98282E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1980.0000, 1980.9973,  0.44824E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1981.0000, 1981.9973,  0.19845E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1982.0000, 1982.9973,  0.58636E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1983.0000, 1983.9973,  0.28280E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1984.0000, 1984.9973,  0.44654E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1985.0000, 1985.9973,  0.74196E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1986.0000, 1986.9973,  0.59881E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1987.0000, 1987.9973,  0.57521E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1988.0000, 1988.9973,  0.52256E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1989.0000, 1989.9973,  0.37126E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1990.0000, 1990.9973,  0.50339E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1991.0000, 1991.9973,  0.44075E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1992.0000, 1992.9973,  0.43992E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1993.0000, 1993.9973,  0.43296E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1994.0000, 1994.9973,  0.41717E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1995.0000, 1995.9973,  0.35152E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1996.0000, 1996.9973,  0.54738E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1997.0000, 1997.9973,  0.41265E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1998.0000, 1998.9973,  0.49963E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 1999.0000, 1999.9973,  0.39175E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 2000.0000, 2000.9973,  0.38345E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 2001.0000, 2001.9973,  0.36501E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 2002.0000, 2002.9973,  0.89438E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 2003.0000, 2003.9973,  0.80496E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 2004.0000, 2004.9973,  0.30961E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 2005.0000, 2005.9973,  0.45560E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 2006.0000, 2006.9973,  0.26106E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 2007.0000, 2007.9973,  0.47886E+02,  0.72530E+00
Niwano,SMB,Zwally,4.3,  0.36265E+05,  0.36265E+05, 2008.0000, 2008.9973,  0.40475E+02,  0.72530E+00
