Participant Surname,Experiment Group (altimetry/gravimetry/mass budget),Drainage Region Set (Rignot/Zwally),Drainage Region ID,Drainage Region Area (km2),Drainage Region Area Observed (km2),Date (decimal years),Relative Mass Change (Gt),Relative Mass Change Uncertainty (Gt),Snowfall (Gt),Rainfall (Gt),Sublimation/Evaporation (Gt),Runoff (Gt), Melt (Gt)
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1990.25,5.4682,.2683,5.5291,.0000,.0495,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1990.33,15.5845,.3414,15.5676,.0000,-.0277,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1990.42,16.7906,.3499,16.6836,.0000,-.1151,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1990.50,6.4553,.2793,6.3876,.0000,-.0931,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1990.58,5.0033,.2681,5.0278,.0000,.0197,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1990.67,8.8531,.2980,8.8600,.0000,-.0117,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1990.75,18.1001,.3610,17.9062,.0000,-.2010,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1990.83,4.8093,.2595,4.9753,.0000,.1540,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1990.92,1.8538,.1833,2.5723,.0000,.7009,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.00,11.5547,.3024,12.7694,.0157,1.2177,.0043,.4134
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.08,3.9417,.2436,4.6845,.0009,.7509,.0010,.1199
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.17,11.2309,.3061,11.4775,.0206,.2561,.0033,.0498
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.25,15.9314,.3490,15.8225,.0000,-.1054,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.33,14.0544,.3319,13.9336,.0000,-.1281,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.42,20.9649,.3822,20.8284,.0000,-.1379,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.50,18.3620,.3628,18.2252,.0000,-.1318,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.58,17.2183,.3608,17.1764,.0000,-.0535,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.67,10.5142,.3082,10.5034,.0000,-.0186,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.75,13.5736,.3237,13.5683,.0000,.0018,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.83,18.2559,.3716,18.3809,.0000,.1154,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1991.92,9.2555,.2923,9.9710,.0004,.7229,.0000,.0138
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.00,5.8840,.2589,6.7783,.0315,.9036,.0109,1.0679
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.08,5.2091,.2579,5.8955,.0011,.6817,.0064,.5689
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.17,10.7099,.3097,11.0438,.0002,.3286,.0000,.0010
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.25,16.5774,.3463,16.8362,.0000,.2562,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.33,17.5174,.3580,17.3209,.0000,-.1979,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.42,20.4743,.3804,20.3079,.0000,-.1695,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.50,17.4284,.3669,17.3453,.0000,-.0758,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.58,17.1046,.3547,16.9844,.0000,-.1246,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.67,9.4903,.3030,9.3004,.0000,-.1833,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.75,14.8332,.3408,14.8421,.0000,.0089,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.83,16.8997,.3525,17.2007,.0000,.2878,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1992.92,9.5321,.2955,10.0888,.0000,.5634,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.00,7.5681,.2796,8.5293,.0101,.9694,.0001,.1365
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.08,9.8963,.2965,10.7919,.0453,.9117,.0146,.3643
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.17,19.3688,.3732,19.6796,.0227,.3228,.0016,.0365
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.25,16.4423,.3532,16.4565,.0000,.0009,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.33,12.2910,.3220,12.1665,.0000,-.1346,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.42,13.6452,.3369,13.5146,.0000,-.1386,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.50,23.1434,.3964,23.0245,.0000,-.1156,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.58,23.4675,.4060,23.3549,.0000,-.1261,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.67,17.1182,.3601,16.9631,.0000,-.1545,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.75,7.6102,.2839,7.5365,.0000,-.0746,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.83,18.2865,.3568,18.5263,.0000,.2327,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1993.92,3.0880,.2138,3.6259,.0000,.5420,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.00,8.1174,.2700,9.2476,.0002,1.0772,.0382,.1906
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.08,5.6501,.2618,6.4022,.0568,.7983,.0003,.4674
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.17,6.0357,.2737,6.2763,.0000,.2437,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.25,17.1650,.3642,17.0650,.0000,-.1018,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.33,13.8433,.3330,13.8021,.0000,-.0411,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.42,24.4064,.4138,24.1889,.0000,-.2157,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.50,20.2105,.3819,20.1672,.0000,-.0683,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.58,10.7123,.3108,10.5900,.0000,-.1199,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.67,7.1956,.2812,7.1124,.0000,-.0864,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.75,9.3229,.3020,9.2681,.0000,-.0600,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.83,23.6484,.4037,23.7599,.0001,.1043,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1994.92,12.8331,.3163,13.5831,.0000,.7506,.0000,.0013
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.00,10.0952,.2991,11.2563,.0025,1.1531,.0000,.1874
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.08,1.5319,.1783,2.3772,.0001,.8378,.0006,.0704
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.17,12.5677,.3259,12.7661,.0017,.1946,.0003,.0008
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.25,7.6692,.2909,7.6894,.0000,.0196,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.33,10.5238,.3118,10.4081,.0000,-.1300,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.42,12.2320,.3179,12.0806,.0000,-.1471,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.50,25.9331,.4198,25.8063,.0000,-.1310,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.58,17.1401,.3632,17.1313,.0000,-.0246,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.67,13.7647,.3359,13.7316,.0000,-.0409,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.75,9.7871,.3039,9.7301,.0000,-.0574,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.83,6.9821,.2714,7.0709,.0000,.0847,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1995.92,7.7760,.2804,8.3996,.0000,.6080,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.00,9.2049,.2893,10.2332,.0031,1.0051,.0198,.2068
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.08,4.2781,.2181,5.3682,.0003,1.0462,.0187,.4231
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.17,3.5923,.2409,3.9880,.0000,.3788,.0000,.0223
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.25,7.6051,.2886,7.5308,.0000,-.0892,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.33,23.3535,.4032,23.1978,.0000,-.1733,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.42,6.2734,.2737,6.3577,.0000,.0772,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.50,21.5367,.3862,21.5223,.0000,-.0084,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.58,9.6800,.3011,9.6269,.0000,-.0674,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.67,11.3747,.3172,11.2614,.0000,-.1201,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.75,8.5292,.2919,8.6127,.0000,.0921,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.83,7.8087,.2847,7.9251,.0000,.1281,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1996.92,3.5188,.2283,4.3653,.0006,.8448,.0000,.0294
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.00,1.7780,.1878,2.7955,.0004,.9995,.0109,.3197
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.08,2.4626,.2062,3.3166,.0023,.8489,.0070,.2110
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.17,6.1065,.2481,6.4610,.0015,.3442,.0026,.0278
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.25,16.9772,.3609,17.0631,.0000,.0789,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.33,13.3663,.3337,13.2257,.0000,-.1482,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.42,24.5775,.4108,24.4612,.0000,-.1229,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.50,22.0260,.3894,21.9532,.0000,-.0731,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.58,24.9714,.4199,24.8830,.0000,-.0899,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.67,11.8355,.3211,11.7650,.0000,-.0753,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.75,16.7596,.3511,16.7558,.0000,-.0158,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.83,20.1068,.3722,20.3488,.0000,.2331,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1997.92,9.5821,.2760,10.7416,.0029,1.1616,.0000,.0120
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.00,6.7626,.2671,7.7535,.0216,1.0119,.0133,1.1965
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.08,4.4576,.2558,5.0954,.0134,.6505,.0013,.5675
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.17,15.3937,.3415,15.7087,.0074,.3214,.0000,.0029
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.25,9.5902,.3029,9.4679,.0000,-.1203,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.33,11.0031,.3125,10.8642,.0000,-.1470,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.42,35.4456,.4917,35.2291,.0000,-.2187,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.50,15.4361,.3349,15.2376,.0000,-.2029,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.58,5.3043,.2688,5.2365,.0000,-.0583,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.67,5.9885,.2699,5.8695,.0000,-.1246,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.75,7.8989,.2840,8.0297,.0000,.1302,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.83,2.5524,.2223,2.7573,.0000,.2079,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1998.92,8.1391,.2808,8.6061,.0000,.4727,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.00,3.1455,.2258,4.1548,.0002,1.0120,.0000,.0594
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.08,4.5187,.2469,5.1463,.0003,.6199,.0000,.0286
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.17,3.3315,.2380,3.5924,.0000,.2667,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.25,10.7800,.3104,10.7191,.0000,-.0650,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.33,9.1995,.3018,9.0534,.0000,-.1458,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.42,10.4781,.3055,10.3516,.0000,-.1261,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.50,6.3436,.2720,6.2740,.0000,-.0760,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.58,13.3955,.3322,13.2293,.0000,-.1645,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.67,11.1067,.3103,11.0200,.0000,-.0838,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.75,19.9245,.3729,19.8993,.0000,-.0430,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.83,16.7814,.3527,16.8227,.0000,.0533,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,1999.92,15.4958,.3411,16.1069,.0000,.5892,.0000,.0008
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.00,10.8675,.3147,11.6835,.0008,.8211,.0000,.0713
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.08,7.9321,.2859,8.7596,.0000,.8281,.0000,.0082
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.17,6.1174,.2733,6.5948,.0000,.4824,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.25,18.6737,.3684,18.6061,.0000,-.0682,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.33,7.0011,.2764,6.9836,.0000,-.0165,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.42,11.3535,.3210,11.2855,.0000,-.0759,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.50,15.7319,.3399,15.5949,.0000,-.1499,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.58,12.3580,.3218,12.1935,.0000,-.1640,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.67,12.0456,.3166,12.2175,.0000,.1672,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.75,20.2639,.3727,20.2639,.0000,.0016,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.83,17.7571,.3528,17.9257,.0000,.1624,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2000.92,14.7849,.3281,15.6845,.0000,.8985,.0000,.0021
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.00,2.3491,.2076,3.3075,.0000,.9686,.0000,.0312
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.08,4.8229,.2428,5.6759,.0002,.8574,.0000,.2131
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.17,12.0106,.3153,12.1901,.0000,.1736,.0000,.0004
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.25,20.8730,.3851,20.8546,.0000,-.0254,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.33,21.2088,.3869,21.1261,.0000,-.0947,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.42,13.2782,.3351,13.0561,.0000,-.2202,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.50,19.5157,.3688,19.5219,.0000,-.0015,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.58,21.6867,.3854,21.6087,.0000,-.0807,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.67,5.2870,.2738,5.2101,.0000,-.0859,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.75,5.5784,.2670,5.5217,.0000,-.0670,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.83,10.1988,.3083,10.3506,.0000,.1584,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2001.92,13.1509,.3196,13.9225,.0000,.7576,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.00,3.1789,.2208,4.2750,.0003,1.0980,.0000,.0630
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.08,3.9967,.2332,4.8430,.0053,.8437,.0000,.2370
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.17,5.2956,.2630,5.5173,.0000,.2318,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.25,20.2315,.3831,20.2144,.0000,-.0247,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.33,8.5021,.2943,8.3689,.0000,-.1340,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.42,24.4955,.4138,24.3721,.0004,-.1344,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.50,17.2339,.3648,17.0460,.0000,-.1921,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.58,8.4681,.2935,8.3519,.0000,-.1197,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.67,17.7163,.3640,17.4934,.0000,-.2353,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.75,16.1867,.3411,16.1115,.0000,-.0772,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.83,11.0916,.3125,11.4574,.0000,.3595,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2002.92,8.0981,.2903,8.7678,.0000,.6716,.0000,.0038
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.00,4.5062,.2528,5.4277,.0019,.9168,.0007,.2843
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.08,4.4937,.2404,5.8073,.0246,1.3458,.0023,.9754
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.17,1.8525,.1898,2.1977,.0000,.3360,.0000,.0377
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.25,19.1867,.3726,19.0087,.0000,-.1683,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.33,23.3307,.4050,23.2615,.0004,-.0697,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.42,18.1570,.3568,18.2126,.0000,.0478,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.50,11.3827,.3146,11.4221,.0000,.0453,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.58,7.3714,.2803,7.3783,.0000,.0029,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.67,11.9269,.3233,11.7442,.0000,-.1886,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.75,9.9924,.3069,9.9180,.0000,-.0804,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.83,19.9112,.3783,20.0066,.0000,.0873,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2003.92,7.9958,.2791,8.6805,.0100,.6946,.0000,.1278
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.00,3.5519,.2326,4.4788,.0004,.9213,.0007,.2537
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.08,2.5756,.2256,3.2947,.0006,.7212,.0001,.1331
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.17,2.1038,.1989,2.4007,.0000,.2930,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.25,11.1561,.3165,10.9978,.0000,-.1526,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.33,12.6434,.3228,12.4278,.0000,-.2144,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.42,13.9617,.3305,13.8179,.0000,-.1434,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.50,17.8212,.3623,17.6720,.0000,-.1434,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.58,12.8185,.3265,12.7355,.0000,-.0864,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.67,9.3062,.3020,9.2039,.0000,-.1067,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.75,9.4302,.3064,9.3654,.0000,-.0667,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.83,11.2580,.3054,11.4157,.0000,.1519,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2004.92,11.9976,.3185,12.6443,.0000,.6463,.0000,.0004
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2005.00,3.2950,.2413,4.4298,.0001,1.1212,.0000,.0849
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2005.08,6.3718,.2536,7.2148,.1589,.9841,.0153,2.1076
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2005.17,1.6396,.1972,1.9306,.0004,.2803,.0001,.0124
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2005.25,8.6376,.2957,8.5662,.0000,-.0765,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2005.33,13.7555,.3308,13.6395,.0000,-.1258,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2005.42,15.8359,.3517,15.6960,.0000,-.1392,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2005.50,27.3764,.4298,27.3246,.0000,-.0547,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2005.58,19.0370,.3719,18.9584,.0000,-.0872,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2005.67,17.6215,.3629,17.5622,.0000,-.0634,.0000,.0000
kittel_amory_agosta,Surface Mass Balance,Zwally,20,179552.03,169772.81,2005.75,19.0181,.3622,18.8248,.0000,-.1878,.0000,.0000
