Surname,Experiment Group,Drainage Region Set,Drainage Region ID,Drainage Region Area (km2),Drainage Region Area Observed (km2),Date (decimal years),Rate of Mass Change (Gt/month),Rate of Mass Change Uncertainty (Gt/month)
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2008.205,8.753,1.731
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2008.290,15.716,2.714
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2008.371,20.064,2.789
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2008.456,11.279,1.917
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2008.538,14.012,2.400
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2008.623,10.437,2.013
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2008.708,24.955,3.209
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2008.790,11.819,2.118
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2008.874,6.240,1.116
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2008.956,5.738,0.866
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.041,4.785,0.918
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.123,5.887,1.226
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.203,7.673,1.466
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.288,5.898,1.082
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.370,12.461,1.959
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.455,9.525,1.944
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.537,7.341,1.500
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.622,9.905,1.669
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.707,14.871,2.581
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.789,9.556,1.899
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.874,7.459,1.375
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2009.956,2.507,0.522
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.041,7.069,1.207
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.123,5.296,1.064
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.203,7.755,1.528
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.288,8.024,1.491
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.370,18.644,2.856
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.455,18.203,2.870
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.537,12.839,2.243
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.622,12.953,2.201
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.707,12.652,2.242
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.789,18.653,2.655
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.874,18.402,2.755
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2010.956,8.013,1.276
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.041,3.120,0.647
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.123,8.301,1.433
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.203,5.132,1.070
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.288,5.044,1.124
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.370,14.393,2.401
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.455,6.602,1.422
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.537,10.318,1.920
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.622,14.189,2.442
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.707,6.527,1.326
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.789,10.103,1.844
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.874,19.353,2.678
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2011.956,4.682,0.914
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.041,1.600,0.312
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.123,8.277,1.522
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.205,16.317,2.438
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.290,13.835,2.302
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.371,17.148,2.659
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.456,11.311,2.202
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.538,11.619,2.241
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.623,10.477,2.004
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.708,11.707,2.032
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.790,4.416,0.969
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.874,3.454,0.715
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2012.956,0.636,0.169
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.041,3.488,0.700
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.123,7.952,1.430
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.203,11.685,1.906
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.288,17.331,2.779
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.370,9.989,1.793
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.455,28.138,3.329
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.537,19.915,2.862
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.622,19.844,3.020
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.707,16.970,2.758
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.789,11.200,2.062
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.874,15.677,1.982
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2013.956,0.958,0.241
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.041,3.394,0.694
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.123,4.346,0.922
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.203,10.482,1.954
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.288,25.379,3.292
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.370,17.381,2.748
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.455,17.348,2.824
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.537,13.327,2.487
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.622,9.856,1.953
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.707,12.640,2.191
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.789,23.776,3.258
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.874,11.618,1.716
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2014.956,4.202,0.850
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.041,6.562,1.147
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.123,3.199,0.700
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.203,12.656,2.298
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.288,17.336,2.851
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.370,12.199,2.118
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.455,8.215,1.717
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.537,11.268,2.069
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.622,8.582,1.788
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.707,9.506,1.897
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.789,16.869,2.750
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.874,11.742,2.141
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2015.956,22.536,3.074
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.041,3.460,0.765
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.123,13.971,2.254
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.205,12.755,1.964
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.290,8.524,1.711
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.371,18.141,2.614
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.456,10.534,1.943
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.538,8.632,1.643
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.623,5.573,1.166
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.708,22.595,3.068
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.790,16.201,2.468
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.874,18.190,2.220
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2016.956,1.632,0.383
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.041,9.210,1.856
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.123,3.283,0.695
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.203,10.337,1.702
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.288,5.494,1.138
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.370,22.778,3.112
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.455,12.163,2.167
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.537,10.991,2.183
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.622,15.160,2.611
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.707,14.804,2.548
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.789,14.415,2.545
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.874,19.404,2.892
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2017.956,3.916,0.724
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.041,2.162,0.443
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.123,4.551,0.895
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.203,25.803,3.200
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.288,14.105,2.240
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.370,15.014,2.528
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.455,10.151,2.039
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.537,13.890,2.291
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.622,16.089,2.597
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.707,10.272,2.017
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.789,17.185,2.609
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.874,15.379,2.568
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2018.956,11.405,1.744
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.041,3.127,0.640
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.123,6.303,1.309
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.203,10.237,1.935
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.288,18.563,2.663
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.370,15.334,2.460
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.455,9.150,1.778
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.537,16.736,2.708
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.622,10.955,2.006
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.707,14.328,2.471
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.789,16.800,2.518
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.874,9.658,1.681
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2019.956,2.508,0.549
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.041,11.411,1.634
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.123,5.907,1.164
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.205,15.103,2.289
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.290,14.837,2.546
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.371,15.373,2.430
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.456,17.747,2.736
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.538,10.010,1.856
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.623,6.260,1.296
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.708,4.574,0.960
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.790,10.764,2.117
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.874,18.117,2.584
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2020.956,10.237,1.845
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.041,5.788,1.019
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.123,10.591,1.742
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.203,16.454,2.364
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.288,9.975,1.932
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.370,11.247,2.162
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.455,13.001,2.360
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.537,10.828,2.120
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.622,10.940,1.943
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.707,12.775,2.222
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.789,19.829,2.703
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.874,10.798,1.712
Hansen,SBM,Zwally,1.000,462960.000,462910.482,2021.956,10.236,1.845
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.041,2.649,0.500
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.123,2.560,0.435
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.205,4.977,1.037
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.290,3.585,0.674
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.371,7.111,1.524
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.456,3.951,0.764
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.538,1.441,0.155
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.623,5.041,1.038
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.708,6.103,1.255
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.790,14.462,2.798
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.874,4.948,0.887
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1980.956,2.643,0.431
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.041,0.522,0.010
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.123,3.461,0.650
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.203,3.668,0.690
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.288,4.707,0.967
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.370,6.094,1.298
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.455,2.964,0.509
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.537,6.048,1.308
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.622,4.482,0.763
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.707,3.175,0.557
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.789,2.110,0.302
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.874,2.097,0.317
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1981.956,1.783,0.272
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.041,1.737,0.240
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.123,2.615,0.447
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.203,4.216,0.847
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.288,10.606,1.917
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.370,3.713,0.712
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.455,7.872,1.691
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.537,6.420,1.342
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.622,4.082,0.809
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.707,5.573,1.190
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.789,22.398,3.381
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.874,2.366,0.431
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1982.956,2.243,0.354
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.041,2.162,0.324
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.123,3.381,0.630
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.203,6.445,1.371
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.288,12.809,2.566
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.370,9.813,2.091
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.455,2.199,0.322
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.537,6.120,1.273
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.622,8.954,1.818
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.707,11.186,2.214
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.789,7.516,1.339
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.874,1.668,0.209
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1983.956,1.813,0.241
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.041,4.287,0.871
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.123,5.759,1.114
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.205,4.517,0.908
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.290,4.163,0.818
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.371,9.648,2.096
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.456,5.360,1.136
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.538,10.589,2.005
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.623,5.098,0.975
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.708,8.462,1.498
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.790,4.759,0.978
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.874,1.761,0.297
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1984.956,2.170,0.328
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.041,3.062,0.533
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.123,2.323,0.366
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.203,6.682,1.472
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.288,6.689,1.238
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.370,8.620,1.792
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.455,5.556,1.102
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.537,5.207,1.013
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.622,12.215,2.378
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.707,10.158,1.923
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.789,9.065,1.824
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.874,5.378,1.091
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1985.956,1.174,0.170
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.041,3.089,0.591
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.123,8.429,1.830
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.203,7.498,1.651
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.288,10.805,2.204
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.370,2.823,0.479
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.455,4.571,0.877
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.537,5.544,1.169
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.622,7.442,1.562
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.707,3.353,0.616
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.789,4.677,0.928
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.874,5.179,1.041
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1986.956,0.664,0.000
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.041,4.067,0.704
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.123,1.679,0.209
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.203,5.842,1.172
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.288,14.238,2.703
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.370,8.867,1.988
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.455,4.357,0.819
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.537,6.964,1.439
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.622,5.221,1.100
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.707,4.075,0.824
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.789,5.250,1.095
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.874,3.728,0.693
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1987.956,3.669,0.636
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.041,5.725,1.200
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.123,4.386,0.872
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.205,6.094,1.328
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.290,5.226,1.092
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.371,7.261,1.565
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.456,3.827,0.740
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.538,4.130,0.819
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.623,6.401,1.358
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.708,4.819,0.983
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.790,6.394,1.351
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.874,3.926,0.722
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1988.956,4.590,0.711
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.041,3.778,0.712
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.123,2.254,0.349
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.203,7.881,1.686
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.288,2.488,0.410
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.370,6.549,1.332
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.455,8.263,1.645
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.537,14.009,2.372
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.622,5.718,1.148
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.707,6.542,1.183
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.789,1.950,0.293
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.874,4.739,0.928
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1989.956,1.180,0.108
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.041,2.721,0.473
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.123,2.467,0.424
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.203,4.179,0.831
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.288,3.898,0.747
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.370,6.861,1.494
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.455,10.630,2.020
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.537,5.167,0.987
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.622,3.774,0.732
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.707,11.724,2.332
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.789,5.254,1.075
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.874,8.367,1.669
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1990.956,1.187,0.117
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.041,2.008,0.301
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.123,2.550,0.438
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.203,5.176,1.090
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.288,3.328,0.609
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.370,6.716,1.452
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.455,3.180,0.558
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.537,2.948,0.515
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.622,3.223,0.572
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.707,15.952,2.805
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.789,12.991,2.441
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.874,4.616,0.801
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1991.956,1.064,0.128
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.041,1.943,0.295
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.123,4.854,0.975
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.205,1.256,0.138
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.290,11.187,2.376
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.371,2.726,0.457
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.456,6.182,1.305
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.538,3.647,0.701
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.623,2.004,0.268
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.708,6.786,1.315
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.790,13.360,2.521
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.874,2.460,0.383
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1992.956,-0.175,0.035
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1993.041,0.527,0.002
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1993.123,2.620,0.447
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1993.203,7.494,1.590
Hansen,SBM,Zwally,2.000,755712.000,755712.000,1993.288,3.535,0.666
